"count_id","line","species_id","site_code","liana","count"
90844,2,9333,"QUINCEOC","",5
90845,4,9333,"QUINCEOC","",1
90846,5,9333,"QUINCEOC","",1
90847,8,9333,"QUINCEOC","",1
90848,9,9333,"QUINCEOC","",1
90849,10,9371,"QUINCEOC","",1
90850,4,9541,"QUINCEOC","",1
90851,7,9541,"QUINCEOC","",1
90852,5,244,"RANCHOQU","",1
90853,4,251,"RANCHOQU","",1
90854,6,299,"RANCHOQU","",1
90855,1,415,"RANCHOQU","",1
90856,5,522,"RANCHOQU","",1
90857,6,522,"RANCHOQU","",1
90858,1,537,"RANCHOQU","",1
90859,8,537,"RANCHOQU","",1
90860,9,537,"RANCHOQU","",1
90861,10,537,"RANCHOQU","",2
90862,2,581,"RANCHOQU","",1
90863,3,581,"RANCHOQU","",1
90864,6,581,"RANCHOQU","",2
90865,4,853,"RANCHOQU","",1
90866,7,853,"RANCHOQU","",1
90867,10,853,"RANCHOQU","",1
90868,2,928,"RANCHOQU","",1
90869,8,960,"RANCHOQU","",1
90870,4,1036,"RANCHOQU","",1
90871,9,1036,"RANCHOQU","",2
90872,8,1045,"RANCHOQU","",1
90873,10,1045,"RANCHOQU","",1
90874,1,1061,"RANCHOQU","",1
90875,4,1061,"RANCHOQU","",1
90876,5,1061,"RANCHOQU","",2
90877,6,1061,"RANCHOQU","",2
90878,8,1061,"RANCHOQU","",1
90879,9,1167,"RANCHOQU","",1
90880,7,1219,"RANCHOQU","",1
90881,5,1431,"RANCHOQU","L",1
90882,3,1530,"RANCHOQU","L",1
90883,4,1530,"RANCHOQU","",1
90884,10,1666,"RANCHOQU","",3
90885,3,1910,"RANCHOQU","",1
90886,6,1916,"RANCHOQU","",1
90887,9,1917,"RANCHOQU","",1
90888,10,1918,"RANCHOQU","",1
90889,7,1969,"RANCHOQU","",1
90890,8,2096,"RANCHOQU","",1
90891,7,2120,"RANCHOQU","",1
90892,3,2143,"RANCHOQU","",1
90893,5,2143,"RANCHOQU","",1
90894,7,2143,"RANCHOQU","",1
90895,7,2274,"RANCHOQU","",2
90896,4,2408,"RANCHOQU","",2
90897,9,2420,"RANCHOQU","",1
90898,10,2420,"RANCHOQU","",1
90899,4,2486,"RANCHOQU","",1
90900,5,2486,"RANCHOQU","",1
90901,10,2486,"RANCHOQU","",1
90902,4,2549,"RANCHOQU","H",1
90903,4,2613,"RANCHOQU","",1
90904,1,2634,"RANCHOQU","",1
90905,3,2634,"RANCHOQU","",1
90906,6,2634,"RANCHOQU","",1
90907,7,2634,"RANCHOQU","",1
90908,3,2818,"RANCHOQU","L",1
90909,5,3048,"RANCHOQU","",1
90910,4,3069,"RANCHOQU","L",3
90911,10,3069,"RANCHOQU","L",3
90912,6,3072,"RANCHOQU","L",1
90913,10,3072,"RANCHOQU","L",1
90914,4,3257,"RANCHOQU","",2
90915,4,3270,"RANCHOQU","",1
90916,5,3397,"RANCHOQU","",1
90917,4,3543,"RANCHOQU","",1
90918,4,3666,"RANCHOQU","",1
90919,1,3736,"RANCHOQU","",2
90920,2,3736,"RANCHOQU","",1
90921,3,3736,"RANCHOQU","",2
90922,4,3736,"RANCHOQU","",2
90923,5,3736,"RANCHOQU","",2
90924,7,3736,"RANCHOQU","",1
90925,9,3736,"RANCHOQU","",1
90926,10,3736,"RANCHOQU","",6
90927,5,4068,"RANCHOQU","",1
90928,4,4219,"RANCHOQU","",1
90929,10,4223,"RANCHOQU","",1
90930,10,4224,"RANCHOQU","",1
90931,8,4455,"RANCHOQU","",2
90932,9,4542,"RANCHOQU","",1
90933,3,4631,"RANCHOQU","",1
90934,7,4737,"RANCHOQU","",2
90935,8,4796,"RANCHOQU","",1
90936,1,4858,"RANCHOQU","",2
90937,7,4858,"RANCHOQU","",1
90938,5,4966,"RANCHOQU","",1
90939,5,4966,"RANCHOQU","",1
90940,9,4966,"RANCHOQU","",1
90941,2,5094,"RANCHOQU","",1
90942,10,5094,"RANCHOQU","",2
90943,3,5115,"RANCHOQU","",1
90944,9,5226,"RANCHOQU","",1
90945,4,5382,"RANCHOQU","",1
90946,6,5382,"RANCHOQU","",1
90947,9,5382,"RANCHOQU","",1
90948,8,5460,"RANCHOQU","",1
90949,4,5495,"RANCHOQU","",1
90950,1,5514,"RANCHOQU","",1
90951,3,5514,"RANCHOQU","",1
90952,3,5552,"RANCHOQU","",1
90953,8,5552,"RANCHOQU","",1
90954,1,5605,"RANCHOQU","L",1
90955,6,5605,"RANCHOQU","L",1
90956,7,5605,"RANCHOQU","L",1
90957,9,5605,"RANCHOQU","L",1
90958,10,5605,"RANCHOQU","L",1
90959,4,5620,"RANCHOQU","L",2
90960,5,5621,"RANCHOQU","L",2
90961,7,5659,"RANCHOQU","",1
90962,8,5659,"RANCHOQU","",1
90963,9,5659,"RANCHOQU","",1
90964,10,5659,"RANCHOQU","",1
90965,1,5706,"RANCHOQU","L",1
90966,2,5706,"RANCHOQU","L",2
90967,6,5706,"RANCHOQU","L",1
90968,5,5771,"RANCHOQU","H",1
90969,3,5773,"RANCHOQU","H",1
90970,3,5776,"RANCHOQU","H",2
90971,2,5824,"RANCHOQU","",1
90972,7,6031,"RANCHOQU","",1
90973,2,6095,"RANCHOQU","",1
90974,5,6111,"RANCHOQU","",1
90975,7,6243,"RANCHOQU","L",1
90976,6,6246,"RANCHOQU","L",1
90977,9,6357,"RANCHOQU","",1
90978,1,6399,"RANCHOQU","",1
90979,3,6399,"RANCHOQU","",1
90980,4,6401,"RANCHOQU","",1
90981,2,6551,"RANCHOQU","",1
90982,7,6551,"RANCHOQU","",1
90983,8,6551,"RANCHOQU","",1
90984,10,6551,"RANCHOQU","",1
90985,5,6580,"RANCHOQU","",1
90986,7,6580,"RANCHOQU","",1
90987,2,6586,"RANCHOQU","",1
90988,4,6586,"RANCHOQU","",1
90989,5,6586,"RANCHOQU","",1
90990,6,6617,"RANCHOQU","",1
90991,7,6617,"RANCHOQU","",1
90992,6,6632,"RANCHOQU","",1
90993,1,6645,"RANCHOQU","",2
90994,3,6645,"RANCHOQU","",1
90995,8,6645,"RANCHOQU","",1
90996,1,6711,"RANCHOQU","",4
90997,6,6711,"RANCHOQU","",1
90998,9,6711,"RANCHOQU","",1
90999,10,6711,"RANCHOQU","",1
91000,3,6801,"RANCHOQU","",1
91001,6,6801,"RANCHOQU","",1
91002,10,6833,"RANCHOQU","",1
91003,7,6849,"RANCHOQU","",1
91004,1,7316,"RANCHOQU","",1
91005,4,7327,"RANCHOQU","",1
91006,4,7331,"RANCHOQU","L",1
91007,1,7610,"RANCHOQU","L",1
91008,7,7940,"RANCHOQU","",1
91009,4,7982,"RANCHOQU","",5
91010,1,7984,"RANCHOQU","",1
91011,9,7984,"RANCHOQU","",2
91012,10,7984,"RANCHOQU","",2
91013,8,8001,"RANCHOQU","",1
91014,1,8040,"RANCHOQU","",1
91015,5,8040,"RANCHOQU","",1
91016,7,8040,"RANCHOQU","",1
91017,1,8044,"RANCHOQU","",1
91018,3,8044,"RANCHOQU","",1
91019,5,8044,"RANCHOQU","",1
91020,8,8044,"RANCHOQU","",2
91021,9,8044,"RANCHOQU","",1
91022,10,8044,"RANCHOQU","",2
91023,5,8296,"RANCHOQU","",2
91024,5,8303,"RANCHOQU","",1
91025,1,8328,"RANCHOQU","",1
91026,3,8328,"RANCHOQU","",1
91027,4,8328,"RANCHOQU","",1
91028,6,8328,"RANCHOQU","",1
91029,8,8328,"RANCHOQU","",1
91030,4,8494,"RANCHOQU","",1
91031,6,8494,"RANCHOQU","",1
91032,1,8495,"RANCHOQU","",1
91033,1,8811,"RANCHOQU","",1
91034,3,8851,"RANCHOQU","",1
91035,1,8892,"RANCHOQU","",1
91036,4,8973,"RANCHOQU","",2
91037,1,8977,"RANCHOQU","",1
91038,2,8977,"RANCHOQU","",3
91039,4,8977,"RANCHOQU","",2
91040,5,8977,"RANCHOQU","",1
91041,9,8977,"RANCHOQU","",1
91042,4,8978,"RANCHOQU","",1
91043,4,8979,"RANCHOQU","",1
91044,6,8980,"RANCHOQU","",1
91045,9,9021,"RANCHOQU","",1
91046,4,9063,"RANCHOQU","",1
91047,7,9066,"RANCHOQU","",1
91048,10,9255,"RANCHOQU","",1
91049,2,9376,"RANCHOQU","",1
91050,8,9424,"RANCHOQU","",1
91051,2,9425,"RANCHOQU","",1
91052,6,9425,"RANCHOQU","",1
91053,3,9667,"RANCHOQU","",3
91054,6,9667,"RANCHOQU","",1
91055,1,9673,"RANCHOQU","",1
91056,2,9673,"RANCHOQU","",1
91057,3,9673,"RANCHOQU","",1
91058,4,9673,"RANCHOQU","",1
91059,7,9673,"RANCHOQU","",1
91060,7,9673,"RANCHOQU","",1
91061,8,9673,"RANCHOQU","",2
91062,9,9673,"RANCHOQU","",2
91063,10,9673,"RANCHOQU","",1
91064,5,9696,"RANCHOQU","L",1
91065,9,9734,"RANCHOQU","",1
91066,7,9738,"RANCHOQU","",1
91067,1,112,"ROUNDSLO","",14
91068,2,112,"ROUNDSLO","",16
91069,3,112,"ROUNDSLO","",15
91070,4,112,"ROUNDSLO","",16
91071,5,112,"ROUNDSLO","",16
91072,6,112,"ROUNDSLO","",15
91073,7,112,"ROUNDSLO","",9
91074,8,112,"ROUNDSLO","",16
91075,9,112,"ROUNDSLO","",7
91076,10,112,"ROUNDSLO","",4
91077,1,1169,"ROUNDSLO","",3
91078,2,1169,"ROUNDSLO","",5
91079,3,1169,"ROUNDSLO","",2
91080,6,1169,"ROUNDSLO","",1
91081,8,1169,"ROUNDSLO","",1
91082,9,1169,"ROUNDSLO","",1
91083,2,1592,"ROUNDSLO","",1
91084,6,1592,"ROUNDSLO","",2
91085,9,1592,"ROUNDSLO","",1
91086,8,1713,"ROUNDSLO","",1
91087,9,1713,"ROUNDSLO","",1
91088,10,1713,"ROUNDSLO","",2
91089,1,1779,"ROUNDSLO","",1
91090,2,1779,"ROUNDSLO","",4
91091,3,1779,"ROUNDSLO","",1
91092,4,1779,"ROUNDSLO","",2
91093,5,1779,"ROUNDSLO","",1
91094,6,1779,"ROUNDSLO","",3
91095,8,1779,"ROUNDSLO","",1
91096,10,1779,"ROUNDSLO","",2
91097,1,2017,"ROUNDSLO","",1
91098,3,2017,"ROUNDSLO","",1
91099,5,2017,"ROUNDSLO","",1
91100,6,2017,"ROUNDSLO","",1
91101,7,2017,"ROUNDSLO","",1
91102,8,2017,"ROUNDSLO","",4
91103,10,2225,"ROUNDSLO","",1
91104,1,3215,"ROUNDSLO","",10
91105,2,3215,"ROUNDSLO","",3
91106,3,3215,"ROUNDSLO","",1
91107,4,3215,"ROUNDSLO","",3
91108,5,3215,"ROUNDSLO","",12
91109,6,3215,"ROUNDSLO","",3
91110,7,3215,"ROUNDSLO","",16
91111,8,3215,"ROUNDSLO","",14
91112,9,3215,"ROUNDSLO","",11
91113,10,3215,"ROUNDSLO","",3
91114,7,3348,"ROUNDSLO","",1
91115,2,3351,"ROUNDSLO","",1
91116,3,3351,"ROUNDSLO","",1
91117,5,3351,"ROUNDSLO","",1
91118,6,3351,"ROUNDSLO","",1
91119,7,3351,"ROUNDSLO","",2
91120,8,3351,"ROUNDSLO","",1
91121,9,3351,"ROUNDSLO","",1
91122,7,3360,"ROUNDSLO","",2
91123,8,3360,"ROUNDSLO","",1
91124,9,3360,"ROUNDSLO","",1
91125,10,3360,"ROUNDSLO","",1
91126,7,3371,"ROUNDSLO","",5
91127,8,3371,"ROUNDSLO","",2
91128,9,3371,"ROUNDSLO","",1
91129,10,3371,"ROUNDSLO","",1
91130,1,3473,"ROUNDSLO","",1
91131,2,3473,"ROUNDSLO","",7
91132,4,3473,"ROUNDSLO","",12
91133,5,3473,"ROUNDSLO","",7
91134,8,3473,"ROUNDSLO","",1
91135,9,3473,"ROUNDSLO","",1
91136,10,3473,"ROUNDSLO","",1
91137,10,3489,"ROUNDSLO","",1
91138,2,3574,"ROUNDSLO","",2
91139,3,3574,"ROUNDSLO","",1
91140,4,3574,"ROUNDSLO","",2
91141,5,3574,"ROUNDSLO","",1
91142,6,3574,"ROUNDSLO","",1
91143,7,3574,"ROUNDSLO","",4
91144,9,3574,"ROUNDSLO","",1
91145,10,3574,"ROUNDSLO","",4
91146,7,3933,"ROUNDSLO","",3
91147,9,3933,"ROUNDSLO","",2
91148,10,3933,"ROUNDSLO","",1
91149,1,3974,"ROUNDSLO","",6
91150,2,3974,"ROUNDSLO","",1
91151,3,3974,"ROUNDSLO","",1
91152,2,4523,"ROUNDSLO","",1
91153,10,4758,"ROUNDSLO","",1
91154,2,4819,"ROUNDSLO","",1
91155,6,4819,"ROUNDSLO","",2
91156,7,4819,"ROUNDSLO","",1
91157,8,4819,"ROUNDSLO","",2
91158,10,4819,"ROUNDSLO","",3
91159,9,5046,"ROUNDSLO","",1
91160,1,5303,"ROUNDSLO","",4
91161,3,5303,"ROUNDSLO","",1
91162,4,5303,"ROUNDSLO","",1
91163,5,5303,"ROUNDSLO","",1
91164,7,5303,"ROUNDSLO","",1
91165,7,5673,"ROUNDSLO","",6
91166,8,5673,"ROUNDSLO","",3
91167,9,5673,"ROUNDSLO","",5
91168,10,5673,"ROUNDSLO","",1
91169,1,6989,"ROUNDSLO","",1
91170,8,6989,"ROUNDSLO","",1
91171,10,6989,"ROUNDSLO","",1
91172,1,6996,"ROUNDSLO","",10
91173,2,6996,"ROUNDSLO","",2
91174,3,6996,"ROUNDSLO","",8
91175,4,6996,"ROUNDSLO","",3
91176,5,6996,"ROUNDSLO","",2
91177,6,6996,"ROUNDSLO","",7
91178,8,6996,"ROUNDSLO","",1
91179,9,6996,"ROUNDSLO","",1
91180,2,7018,"ROUNDSLO","",2
91181,3,7018,"ROUNDSLO","",3
91182,4,7018,"ROUNDSLO","",2
91183,6,7018,"ROUNDSLO","",6
91184,7,7018,"ROUNDSLO","",4
91185,1,7043,"ROUNDSLO","",2
91186,2,7043,"ROUNDSLO","",4
91187,4,7043,"ROUNDSLO","",3
91188,5,7043,"ROUNDSLO","",2
91189,6,7043,"ROUNDSLO","",3
91190,8,7043,"ROUNDSLO","",3
91191,9,7043,"ROUNDSLO","",2
91192,10,7043,"ROUNDSLO","",1
91193,7,7064,"ROUNDSLO","",1
91194,6,7083,"ROUNDSLO","",1
91195,5,7235,"ROUNDSLO","",1
91196,5,7235,"ROUNDSLO","",1
91197,7,7235,"ROUNDSLO","",1
91198,10,7235,"ROUNDSLO","",1
91199,1,7238,"ROUNDSLO","",1
91200,2,7238,"ROUNDSLO","",1
91201,7,7238,"ROUNDSLO","",1
91202,8,7238,"ROUNDSLO","",2
91203,6,7617,"ROUNDSLO","",1
91204,10,7617,"ROUNDSLO","",1
91205,3,7640,"ROUNDSLO","",1
91206,4,7640,"ROUNDSLO","",2
91207,6,7640,"ROUNDSLO","",1
91208,8,7640,"ROUNDSLO","",1
91209,1,7642,"ROUNDSLO","",6
91210,2,7642,"ROUNDSLO","",1
91211,3,7642,"ROUNDSLO","",9
91212,4,7642,"ROUNDSLO","",11
91213,5,7642,"ROUNDSLO","",2
91214,8,7642,"ROUNDSLO","",1
91215,2,7646,"ROUNDSLO","",1
91216,10,7646,"ROUNDSLO","",1
91217,8,7766,"ROUNDSLO","",1
91218,9,7766,"ROUNDSLO","",2
91219,9,7766,"ROUNDSLO","",1
91220,10,7766,"ROUNDSLO","",1
91221,1,8069,"ROUNDSLO","",9
91222,2,8069,"ROUNDSLO","",7
91223,3,8069,"ROUNDSLO","",7
91224,4,8069,"ROUNDSLO","",6
91225,5,8069,"ROUNDSLO","",3
91226,6,8069,"ROUNDSLO","",2
91227,1,8390,"ROUNDSLO","",1
91228,6,8390,"ROUNDSLO","",1
91229,7,8390,"ROUNDSLO","",6
91230,8,8390,"ROUNDSLO","",1
91231,9,8390,"ROUNDSLO","",6
91232,10,8390,"ROUNDSLO","",3
91233,10,8458,"ROUNDSLO","",2
91234,1,8476,"ROUNDSLO","",1
91235,2,8476,"ROUNDSLO","",1
91236,4,8476,"ROUNDSLO","",1
91237,6,8476,"ROUNDSLO","",1
91238,7,8476,"ROUNDSLO","",3
91239,8,8476,"ROUNDSLO","",1
91240,9,8476,"ROUNDSLO","",5
91241,10,8476,"ROUNDSLO","",7
91242,1,8616,"ROUNDSLO","",1
91243,1,8625,"ROUNDSLO","",2
91244,3,8625,"ROUNDSLO","",1
91245,4,8625,"ROUNDSLO","",2
91246,7,8625,"ROUNDSLO","",1
91247,10,8625,"ROUNDSLO","",1
91248,2,8823,"ROUNDSLO","",2
91249,3,8823,"ROUNDSLO","",3
91250,6,8823,"ROUNDSLO","",1
91251,7,8823,"ROUNDSLO","",6
91252,8,8823,"ROUNDSLO","",1
91253,9,8823,"ROUNDSLO","",3
91254,10,8823,"ROUNDSLO","",3
91255,4,9068,"ROUNDSLO","",1
91256,10,9538,"ROUNDSLO","",1
91257,7,84,"ROUNDTOP","",1
91258,2,112,"ROUNDTOP","",1
91259,3,112,"ROUNDTOP","",1
91260,4,112,"ROUNDTOP","",1
91261,5,112,"ROUNDTOP","",2
91262,8,112,"ROUNDTOP","",2
91263,9,112,"ROUNDTOP","",4
91264,1,1169,"ROUNDTOP","",8
91265,2,1169,"ROUNDTOP","",12
91266,3,1169,"ROUNDTOP","",3
91267,4,1169,"ROUNDTOP","",11
91268,5,1169,"ROUNDTOP","",10
91269,6,1169,"ROUNDTOP","",6
91270,7,1169,"ROUNDTOP","",13
91271,8,1169,"ROUNDTOP","",7
91272,9,1169,"ROUNDTOP","",3
91273,10,1169,"ROUNDTOP","",5
91274,2,1592,"ROUNDTOP","",2
91275,4,1592,"ROUNDTOP","",1
91276,5,1592,"ROUNDTOP","",1
91277,6,1592,"ROUNDTOP","",1
91278,7,1592,"ROUNDTOP","",1
91279,9,1592,"ROUNDTOP","",5
91280,9,1779,"ROUNDTOP","",1
91281,3,2017,"ROUNDTOP","",1
91282,6,2225,"ROUNDTOP","",1
91283,1,2251,"ROUNDTOP","",1
91284,1,2255,"ROUNDTOP","",1
91285,6,2255,"ROUNDTOP","",1
91286,10,2255,"ROUNDTOP","",1
91287,2,2528,"ROUNDTOP","H",1
91288,1,3215,"ROUNDTOP","",1
91289,2,3215,"ROUNDTOP","",1
91290,5,3215,"ROUNDTOP","",1
91291,8,3215,"ROUNDTOP","",2
91292,9,3215,"ROUNDTOP","",10
91293,10,3215,"ROUNDTOP","",1
91294,5,3351,"ROUNDTOP","",1
91295,1,3472,"ROUNDTOP","",1
91296,1,3473,"ROUNDTOP","",6
91297,2,3473,"ROUNDTOP","",8
91298,3,3473,"ROUNDTOP","",14
91299,4,3473,"ROUNDTOP","",4
91300,5,3473,"ROUNDTOP","",3
91301,6,3473,"ROUNDTOP","",15
91302,7,3473,"ROUNDTOP","",8
91303,8,3473,"ROUNDTOP","",13
91304,9,3473,"ROUNDTOP","",16
91305,9,3473,"ROUNDTOP","",8
91306,10,3473,"ROUNDTOP","",16
91307,6,3530,"ROUNDTOP","",2
91308,1,3574,"ROUNDTOP","",5
91309,2,3574,"ROUNDTOP","",10
91310,3,3574,"ROUNDTOP","",5
91311,4,3574,"ROUNDTOP","",5
91312,5,3574,"ROUNDTOP","",4
91313,6,3574,"ROUNDTOP","",2
91314,7,3574,"ROUNDTOP","",6
91315,8,3574,"ROUNDTOP","",16
91316,8,3574,"ROUNDTOP","",1
91317,9,3574,"ROUNDTOP","",8
91318,10,3574,"ROUNDTOP","",8
91319,1,3933,"ROUNDTOP","",2
91320,6,3933,"ROUNDTOP","",2
91321,10,3933,"ROUNDTOP","",1
91322,6,4757,"ROUNDTOP","",2
91323,1,4758,"ROUNDTOP","",1
91324,5,4819,"ROUNDTOP","",1
91325,8,4819,"ROUNDTOP","",1
91326,9,4819,"ROUNDTOP","",1
91327,10,4819,"ROUNDTOP","",2
91328,1,5303,"ROUNDTOP","",1
91329,3,5303,"ROUNDTOP","",4
91330,5,5303,"ROUNDTOP","",2
91331,6,5303,"ROUNDTOP","",1
91332,7,5303,"ROUNDTOP","",2
91333,8,5303,"ROUNDTOP","",1
91334,9,5303,"ROUNDTOP","",4
91335,10,5303,"ROUNDTOP","",1
91336,3,5678,"ROUNDTOP","",1
91337,9,5678,"ROUNDTOP","",1
91338,2,5732,"ROUNDTOP","L",1
91339,4,5732,"ROUNDTOP","L",1
91340,5,5732,"ROUNDTOP","L",2
91341,10,5732,"ROUNDTOP","L",1
91342,10,6158,"ROUNDTOP","",1
91343,1,6391,"ROUNDTOP","",3
91344,2,6391,"ROUNDTOP","",4
91345,2,6391,"ROUNDTOP","",16
91346,3,6391,"ROUNDTOP","",14
91347,4,6391,"ROUNDTOP","",12
91348,5,6391,"ROUNDTOP","",14
91349,6,6391,"ROUNDTOP","",15
91350,7,6391,"ROUNDTOP","",16
91351,7,6391,"ROUNDTOP","",4
91352,8,6391,"ROUNDTOP","",10
91353,10,6391,"ROUNDTOP","",1
91354,8,6496,"ROUNDTOP","",1
91355,8,6499,"ROUNDTOP","",1
91356,8,6921,"ROUNDTOP","",1
91357,2,6989,"ROUNDTOP","",4
91358,3,6989,"ROUNDTOP","",2
91359,4,6989,"ROUNDTOP","",2
91360,5,6989,"ROUNDTOP","",1
91361,6,6989,"ROUNDTOP","",2
91362,10,6989,"ROUNDTOP","",1
91363,5,6996,"ROUNDTOP","",1
91364,8,6996,"ROUNDTOP","",2
91365,9,6996,"ROUNDTOP","",1
91366,2,7018,"ROUNDTOP","",1
91367,4,7018,"ROUNDTOP","",1
91368,5,7018,"ROUNDTOP","",4
91369,6,7043,"ROUNDTOP","",1
91370,7,7043,"ROUNDTOP","",1
91371,8,7064,"ROUNDTOP","",1
91372,6,7235,"ROUNDTOP","",2
91373,9,7235,"ROUNDTOP","",3
91374,10,7235,"ROUNDTOP","",1
91375,6,7238,"ROUNDTOP","",1
91376,8,7238,"ROUNDTOP","",1
91377,3,7299,"ROUNDTOP","",1
91378,8,7299,"ROUNDTOP","",2
91379,9,7299,"ROUNDTOP","",1
91380,10,7342,"ROUNDTOP","",2
91381,4,7617,"ROUNDTOP","",1
91382,9,7617,"ROUNDTOP","",1
91383,8,7640,"ROUNDTOP","",2
91384,9,7640,"ROUNDTOP","",3
91385,4,7642,"ROUNDTOP","",1
91386,9,7642,"ROUNDTOP","",4
91387,8,7646,"ROUNDTOP","",3
91388,10,7646,"ROUNDTOP","",1
91389,4,7661,"ROUNDTOP","",1
91390,8,7661,"ROUNDTOP","",1
91391,9,7740,"ROUNDTOP","L",2
91392,2,7766,"ROUNDTOP","",1
91393,3,7766,"ROUNDTOP","",1
91394,4,7766,"ROUNDTOP","",1
91395,5,7766,"ROUNDTOP","",1
91396,6,7766,"ROUNDTOP","",1
91397,9,7766,"ROUNDTOP","",1
91398,10,7766,"ROUNDTOP","",1
91399,2,7793,"ROUNDTOP","",1
91400,4,8073,"ROUNDTOP","",1
91401,2,8318,"ROUNDTOP","",1
91402,5,8390,"ROUNDTOP","",1
91403,6,8390,"ROUNDTOP","",1
91404,8,8390,"ROUNDTOP","",1
91405,9,8390,"ROUNDTOP","",2
91406,10,8390,"ROUNDTOP","",1
91407,2,8392,"ROUNDTOP","",1
91408,4,8413,"ROUNDTOP","",1
91409,9,8616,"ROUNDTOP","",1
91410,1,8625,"ROUNDTOP","",1
91411,9,8625,"ROUNDTOP","",5
91412,1,8757,"ROUNDTOP","L",1
91413,2,8823,"ROUNDTOP","",1
91414,5,8823,"ROUNDTOP","",3
91415,7,8823,"ROUNDTOP","",1
91416,10,8823,"ROUNDTOP","",1
91417,1,8892,"ROUNDTOP","",1
91418,8,9068,"ROUNDTOP","",1
91419,9,9538,"ROUNDTOP","",1
91420,9,348,"SIERRARO","",1
91421,5,805,"SIERRARO","H",1
91422,1,853,"SIERRARO","",2
91423,3,853,"SIERRARO","",2
91424,5,853,"SIERRARO","",1
91425,6,853,"SIERRARO","",1
91426,8,853,"SIERRARO","",2
91427,10,853,"SIERRARO","",3
91428,4,1138,"SIERRARO","",1
91429,7,1138,"SIERRARO","",1
91430,1,1543,"SIERRARO","L",1
91431,10,1543,"SIERRARO","L",1
91432,3,2481,"SIERRARO","",1
91433,5,2481,"SIERRARO","",1
91434,7,2915,"SIERRARO","",1
91435,8,2915,"SIERRARO","",1
91436,2,3058,"SIERRARO","L",1
91437,3,3058,"SIERRARO","L",1
91438,6,3058,"SIERRARO","L",1
91439,8,3058,"SIERRARO","L",1
91440,1,3416,"SIERRARO","",2
91441,2,3416,"SIERRARO","",1
91442,6,3416,"SIERRARO","",2
91443,8,3416,"SIERRARO","",1
91444,10,3416,"SIERRARO","",2
91445,4,3711,"SIERRARO","",1
91446,7,3782,"SIERRARO","",1
91447,7,4778,"SIERRARO","",1
91448,10,4778,"SIERRARO","",1
91449,4,5156,"SIERRARO","",2
91450,8,5156,"SIERRARO","",1
91451,10,5156,"SIERRARO","",1
91452,3,5187,"SIERRARO","",1
91453,6,5187,"SIERRARO","",1
91454,2,5368,"SIERRARO","",1
91455,4,5368,"SIERRARO","",1
91456,9,5368,"SIERRARO","",1
91457,10,5368,"SIERRARO","",1
91458,6,5706,"SIERRARO","L",1
91459,2,5748,"SIERRARO","",2
91460,6,5748,"SIERRARO","",1
91461,7,5748,"SIERRARO","",1
91462,9,5748,"SIERRARO","",1
91463,10,5748,"SIERRARO","",2
91464,1,6085,"SIERRARO","",2
91465,2,6085,"SIERRARO","",1
91466,3,6085,"SIERRARO","",2
91467,4,6085,"SIERRARO","",1
91468,6,6085,"SIERRARO","",2
91469,8,6085,"SIERRARO","",4
91470,9,6085,"SIERRARO","",1
91471,10,6085,"SIERRARO","",1
91472,1,6159,"SIERRARO","",1
91473,3,6256,"SIERRARO","L",1
91474,0,6488,"SIERRARO","",1
91475,3,6488,"SIERRARO","",2
91476,5,6488,"SIERRARO","",1
91477,7,6488,"SIERRARO","",1
91478,8,6488,"SIERRARO","",1
91479,1,6618,"SIERRARO","",10
91480,2,6618,"SIERRARO","",6
91481,3,6618,"SIERRARO","",7
91482,4,6618,"SIERRARO","",3
91483,5,6618,"SIERRARO","",5
91484,5,6618,"SIERRARO","",10
91485,6,6618,"SIERRARO","",2
91486,7,6618,"SIERRARO","",5
91487,8,6618,"SIERRARO","",9
91488,9,6618,"SIERRARO","",10
91489,10,6618,"SIERRARO","",5
91490,1,6660,"SIERRARO","",5
91491,2,6660,"SIERRARO","",5
91492,3,6660,"SIERRARO","",1
91493,4,6660,"SIERRARO","",4
91494,5,6660,"SIERRARO","",6
91495,6,6660,"SIERRARO","",6
91496,7,6660,"SIERRARO","",5
91497,8,6660,"SIERRARO","",2
91498,9,6660,"SIERRARO","",7
91499,10,6660,"SIERRARO","",8
91500,2,7216,"SIERRARO","",1
91501,3,7216,"SIERRARO","",2
91502,4,7216,"SIERRARO","",3
91503,6,7216,"SIERRARO","",2
91504,7,7216,"SIERRARO","",2
91505,8,7216,"SIERRARO","",1
91506,9,7216,"SIERRARO","",1
91507,10,7216,"SIERRARO","",4
91508,1,7273,"SIERRARO","L",2
91509,2,7273,"SIERRARO","L",2
91510,7,7273,"SIERRARO","L",2
91511,8,7273,"SIERRARO","L",1
91512,9,7273,"SIERRARO","L",1
91513,10,7273,"SIERRARO","L",2
91514,3,7760,"SIERRARO","L",1
91515,1,7844,"SIERRARO","",1
91516,4,7936,"SIERRARO","",1
91517,1,8040,"SIERRARO","",1
91518,3,8040,"SIERRARO","",1
91519,4,8040,"SIERRARO","",2
91520,6,8040,"SIERRARO","",2
91521,7,8040,"SIERRARO","",1
91522,8,8040,"SIERRARO","",1
91523,9,8040,"SIERRARO","",1
91524,1,8067,"SIERRARO","",1
91525,2,8067,"SIERRARO","",1
91526,4,8067,"SIERRARO","",1
91527,7,8112,"SIERRARO","",1
91528,1,8130,"SIERRARO","",1
91529,2,8252,"SIERRARO","",1
