"Latin","gx","gy"
"Carpinus caroliniana",184.9,241.5
"Carpinus caroliniana",199.6,266.2
"Carpinus caroliniana",183.3,289.2
"Carpinus caroliniana",181.7,291
"Carpinus caroliniana",181.5,291.4
"Carpinus caroliniana",188.4,309.1
"Carpinus caroliniana",182,307.5
"Carpinus caroliniana",182.1,308.4
"Carpinus caroliniana",184.7,327.8
"Carpinus caroliniana",199,351.9
"Carpinus caroliniana",189,463.8
"Carpinus caroliniana",203.9,20.4
"Carpinus caroliniana",205,27
"Carpinus caroliniana",202,32.2
"Carpinus caroliniana",201.1,44.6
"Carpinus caroliniana",215.7,55.1
"Carpinus caroliniana",204.3,53.8
"Carpinus caroliniana",205.1,53.2
"Carpinus caroliniana",202,54.5
"Carpinus caroliniana",205.7,57.3
"Carpinus caroliniana",205.2,53.3
"Carpinus caroliniana",205.2,55.9
"Carpinus caroliniana",201.3,61
"Carpinus caroliniana",200.5,63
"Carpinus caroliniana",201.5,63.1
"Carpinus caroliniana",206.9,65.2
"Carpinus caroliniana",203,69.5
"Carpinus caroliniana",204.7,70
"Carpinus caroliniana",214.5,70.3
"Carpinus caroliniana",206.1,71.6
"Carpinus caroliniana",206.4,72
"Carpinus caroliniana",200.9,88.1
"Carpinus caroliniana",202.4,117
"Carpinus caroliniana",212,121.2
"Carpinus caroliniana",214.9,125.2
"Carpinus caroliniana",209.1,131.5
"Carpinus caroliniana",210.7,135.7
"Carpinus caroliniana",210.4,136.1
"Carpinus caroliniana",210.7,135.3
"Carpinus caroliniana",206.4,136.2
"Carpinus caroliniana",205.2,136.4
"Carpinus caroliniana",205.1,136
"Carpinus caroliniana",202.5,129.2
"Carpinus caroliniana",206.8,133.3
"Carpinus caroliniana",212.8,143.9
"Carpinus caroliniana",212.4,143.9
"Carpinus caroliniana",209,141.8
"Carpinus caroliniana",210.6,151
"Carpinus caroliniana",214.8,158.2
"Carpinus caroliniana",205.2,146.2
"Carpinus caroliniana",200.4,145.5
"Carpinus caroliniana",201.9,148.8
"Carpinus caroliniana",203.8,150.2
"Carpinus caroliniana",203.7,150.4
"Carpinus caroliniana",206.4,150.2
"Carpinus caroliniana",207.5,149.9
"Carpinus caroliniana",208.3,152.2
"Carpinus caroliniana",204.9,153.9
"Carpinus caroliniana",201.3,151.2
"Carpinus caroliniana",207,158.4
"Carpinus caroliniana",210.2,160.1
"Carpinus caroliniana",202.4,161.5
"Carpinus caroliniana",200.5,163.5
"Carpinus caroliniana",201.5,164.4
"Carpinus caroliniana",208.9,161.8
"Carpinus caroliniana",204.7,169.1
"Carpinus caroliniana",205,169.3
"Carpinus caroliniana",213.2,186.8
"Carpinus caroliniana",210.8,258.5
"Carpinus caroliniana",210.6,269.8
"Carpinus caroliniana",216.9,288.4
"Carpinus caroliniana",209.9,288.6
"Carpinus caroliniana",211.7,292.9
"Carpinus caroliniana",211.3,299.8
"Carpinus caroliniana",201.3,280.4
"Carpinus caroliniana",207.6,307.1
"Carpinus caroliniana",202.2,318
"Carpinus caroliniana",231.2,28.5
"Carpinus caroliniana",230.4,56.7
"Carpinus caroliniana",231,79
"Carpinus caroliniana",236.1,79.8
"Carpinus caroliniana",235.3,91.2
"Carpinus caroliniana",236.5,93
"Carpinus caroliniana",234.8,106.9
"Carpinus caroliniana",239.3,109.7
"Carpinus caroliniana",240,109.7
"Carpinus caroliniana",240,110.5
"Carpinus caroliniana",237.9,110.9
"Carpinus caroliniana",234.8,111.1
"Carpinus caroliniana",232,110.4
"Carpinus caroliniana",233.2,106
"Carpinus caroliniana",232.5,105
"Carpinus caroliniana",232.9,104
"Carpinus caroliniana",232.5,106.7
"Carpinus caroliniana",231.4,109.4
"Carpinus caroliniana",230.2,110.3
"Carpinus caroliniana",236.6,110
"Carpinus caroliniana",235.6,109.5
"Carpinus caroliniana",239.2,112.5
"Carpinus caroliniana",238.8,115.4
"Carpinus caroliniana",240,117.9
"Carpinus caroliniana",236.4,116.5
"Carpinus caroliniana",232,112.1
"Carpinus caroliniana",231.6,112.1
"Carpinus caroliniana",230.4,111.6
"Carpinus caroliniana",237.3,119.4
"Carpinus caroliniana",239,119.3
"Carpinus caroliniana",239,119.9
"Carpinus caroliniana",229.3,105.9
"Carpinus caroliniana",228.7,111.4
"Carpinus caroliniana",239.5,120.5
"Carpinus caroliniana",238.7,122.4
"Carpinus caroliniana",236.1,122.5
"Carpinus caroliniana",235.5,122.5
"Carpinus caroliniana",233.1,124
"Carpinus caroliniana",238.8,127.3
"Carpinus caroliniana",238.6,126.4
"Carpinus caroliniana",238.1,126.3
"Carpinus caroliniana",238,125.9
"Carpinus caroliniana",235.1,128.5
"Carpinus caroliniana",233.6,126
"Carpinus caroliniana",236.9,129.2
"Carpinus caroliniana",233.6,128.6
"Carpinus caroliniana",232.5,129.7
"Carpinus caroliniana",229.5,125.4
"Carpinus caroliniana",233.8,130.6
"Carpinus caroliniana",237.2,134
"Carpinus caroliniana",238.3,134.3
"Carpinus caroliniana",239,132.2
"Carpinus caroliniana",239.9,135.8
"Carpinus caroliniana",239.9,136.8
"Carpinus caroliniana",238,137.5
"Carpinus caroliniana",231.5,133
"Carpinus caroliniana",229.5,137.4
"Carpinus caroliniana",238.8,140.8
"Carpinus caroliniana",235.9,142.7
"Carpinus caroliniana",235.7,142.6
"Carpinus caroliniana",232.5,141
"Carpinus caroliniana",234.1,143
"Carpinus caroliniana",235.3,142.9
"Carpinus caroliniana",239.6,144.5
"Carpinus caroliniana",238.8,145.5
"Carpinus caroliniana",239.1,150.8
"Carpinus caroliniana",226.4,144
"Carpinus caroliniana",223.1,145.8
"Carpinus caroliniana",232.5,144.3
"Carpinus caroliniana",233.8,156.2
"Carpinus caroliniana",234.6,171.3
"Carpinus caroliniana",234.6,180.7
"Carpinus caroliniana",235.6,183.6
"Carpinus caroliniana",238.6,185.7
"Carpinus caroliniana",230.6,186.8
"Carpinus caroliniana",233.2,204.8
"Carpinus caroliniana",239.9,210.4
"Carpinus caroliniana",229.3,216.3
"Carpinus caroliniana",224,246.9
"Carpinus caroliniana",239.5,286.1
"Carpinus caroliniana",223.2,307.9
"Carpinus caroliniana",235.6,336.3
"Carpinus caroliniana",240,356.6
"Carpinus caroliniana",241.9,71.3
"Carpinus caroliniana",245.5,73.1
"Carpinus caroliniana",245,74.5
"Carpinus caroliniana",245.9,79.3
"Carpinus caroliniana",244,80
"Carpinus caroliniana",244.4,88.1
"Carpinus caroliniana",243.5,88.5
"Carpinus caroliniana",248,97.2
"Carpinus caroliniana",245.8,99.6
"Carpinus caroliniana",246,97.3
"Carpinus caroliniana",244.2,96.4
"Carpinus caroliniana",242.8,99
"Carpinus caroliniana",252,96.2
"Carpinus caroliniana",254.1,97.9
"Carpinus caroliniana",258.7,80.1
"Carpinus caroliniana",254.4,99.5
"Carpinus caroliniana",256.4,97.7
"Carpinus caroliniana",257.8,97.8
"Carpinus caroliniana",260,97
"Carpinus caroliniana",260,98.8
"Carpinus caroliniana",243.2,108.9
"Carpinus caroliniana",251.4,110
"Carpinus caroliniana",242.3,112.9
"Carpinus caroliniana",240.7,113.5
"Carpinus caroliniana",242.3,116.8
"Carpinus caroliniana",240.9,117.1
"Carpinus caroliniana",243.4,118.8
"Carpinus caroliniana",245.1,117.9
"Carpinus caroliniana",247.7,118.1
"Carpinus caroliniana",248.8,119.1
"Carpinus caroliniana",258.9,101.8
"Carpinus caroliniana",255.1,100.1
"Carpinus caroliniana",250,101.3
"Carpinus caroliniana",257.7,107.4
"Carpinus caroliniana",258.6,109.6
"Carpinus caroliniana",257.8,109.7
"Carpinus caroliniana",252,116.8
"Carpinus caroliniana",241,126.2
"Carpinus caroliniana",242.6,120.8
"Carpinus caroliniana",244.7,120.4
"Carpinus caroliniana",245.6,122.1
"Carpinus caroliniana",248.4,127.5
"Carpinus caroliniana",243.3,128.4
"Carpinus caroliniana",253.3,134.9
"Carpinus caroliniana",250.8,122.7
"Carpinus caroliniana",251,124.5
"Carpinus caroliniana",251.2,126.6
"Carpinus caroliniana",251,128.2
"Carpinus caroliniana",258,132.3
"Carpinus caroliniana",251.3,132.3
"Carpinus caroliniana",255.8,137.2
"Carpinus caroliniana",254,139.2
"Carpinus caroliniana",246.5,140.5
"Carpinus caroliniana",250.9,140.8
"Carpinus caroliniana",258.5,140.3
"Carpinus caroliniana",259.4,142.4
"Carpinus caroliniana",256.7,142.7
"Carpinus caroliniana",253.7,145.4
"Carpinus caroliniana",257.5,144.2
"Carpinus caroliniana",258.5,146
"Carpinus caroliniana",251.2,146.3
"Carpinus caroliniana",252.4,157.4
"Carpinus caroliniana",252.4,157.6
"Carpinus caroliniana",255.8,155.8
"Carpinus caroliniana",255.4,157.1
"Carpinus caroliniana",255.5,158.8
"Carpinus caroliniana",250.4,159.6
"Carpinus caroliniana",250.7,159.7
"Carpinus caroliniana",249.6,161
"Carpinus caroliniana",247.7,165.1
"Carpinus caroliniana",252,169.9
"Carpinus caroliniana",245.4,177.6
"Carpinus caroliniana",254,187.8
"Carpinus caroliniana",254.5,188.6
"Carpinus caroliniana",249,181.3
"Carpinus caroliniana",244.1,186.6
"Carpinus caroliniana",245.6,187.9
"Carpinus caroliniana",245.2,191.1
"Carpinus caroliniana",240.3,191.7
"Carpinus caroliniana",241.4,192.8
"Carpinus caroliniana",241.1,193.2
"Carpinus caroliniana",242.9,194.1
"Carpinus caroliniana",247.7,195.3
"Carpinus caroliniana",249.1,199.5
"Carpinus caroliniana",250.7,197.9
"Carpinus caroliniana",258.9,204.8
"Carpinus caroliniana",256.2,205.2
"Carpinus caroliniana",252.3,203.3
"Carpinus caroliniana",252.3,205.6
"Carpinus caroliniana",240.8,200.1
"Carpinus caroliniana",242.2,201.1
"Carpinus caroliniana",243.6,202.1
"Carpinus caroliniana",246.4,200.1
"Carpinus caroliniana",243.5,204.7
"Carpinus caroliniana",244.1,205.5
"Carpinus caroliniana",241.8,206.9
"Carpinus caroliniana",257.4,208.2
"Carpinus caroliniana",253.5,209.3
"Carpinus caroliniana",257,212
"Carpinus caroliniana",249.4,236.5
"Carpinus caroliniana",250.5,239.3
"Carpinus caroliniana",248,243
"Carpinus caroliniana",248.5,256.7
"Carpinus caroliniana",255.6,242.1
"Carpinus caroliniana",255.9,244.3
"Carpinus caroliniana",249.1,245.9
"Carpinus caroliniana",258.3,241.1
"Carpinus caroliniana",258.8,255.6
"Carpinus caroliniana",252.3,256.1
"Carpinus caroliniana",252,266.7
"Carpinus caroliniana",256.1,260.1
"Carpinus caroliniana",252.3,265.3
"Carpinus caroliniana",272.4,102.1
"Carpinus caroliniana",262.6,102.4
"Carpinus caroliniana",270.6,103.2
"Carpinus caroliniana",271.3,104.3
"Carpinus caroliniana",273.2,103.5
"Carpinus caroliniana",276.8,106
"Carpinus caroliniana",272.2,104.7
"Carpinus caroliniana",268.3,106.5
"Carpinus caroliniana",268.7,110.7
"Carpinus caroliniana",269.4,112.6
"Carpinus caroliniana",270.7,111.1
"Carpinus caroliniana",272.3,111.8
"Carpinus caroliniana",270.2,110.7
"Carpinus caroliniana",272.1,110.8
"Carpinus caroliniana",269.9,117.1
"Carpinus caroliniana",269.2,117.6
"Carpinus caroliniana",274.4,117.4
"Carpinus caroliniana",278,119.6
"Carpinus caroliniana",273.2,118.6
"Carpinus caroliniana",269.7,119.5
"Carpinus caroliniana",271,119.4
"Carpinus caroliniana",266,108.9
"Carpinus caroliniana",268.6,107.6
"Carpinus caroliniana",266.2,110.4
"Carpinus caroliniana",266.7,111.9
"Carpinus caroliniana",266.4,112.4
"Carpinus caroliniana",261.3,112.7
"Carpinus caroliniana",260.4,114.2
"Carpinus caroliniana",262.7,115.1
"Carpinus caroliniana",264.6,113.9
"Carpinus caroliniana",264.7,112.9
"Carpinus caroliniana",263.7,115.7
"Carpinus caroliniana",262.7,115.8
"Carpinus caroliniana",261.3,116.2
"Carpinus caroliniana",261.3,117.4
"Carpinus caroliniana",262.6,117.3
"Carpinus caroliniana",263.1,119.7
"Carpinus caroliniana",264.6,116.9
"Carpinus caroliniana",264.5,116.9
"Carpinus caroliniana",263,119
"Carpinus caroliniana",260.6,100.2
"Carpinus caroliniana",277.8,126.6
"Carpinus caroliniana",275.7,121.4
"Carpinus caroliniana",276.9,121.9
"Carpinus caroliniana",267.5,120.6
"Carpinus caroliniana",264,125.3
"Carpinus caroliniana",262.3,126.4
"Carpinus caroliniana",268.2,123.1
"Carpinus caroliniana",261.9,133.9
"Carpinus caroliniana",260.9,133.4
"Carpinus caroliniana",264.7,136.2
"Carpinus caroliniana",269.3,135.8
"Carpinus caroliniana",262.9,146.9
"Carpinus caroliniana",271.9,150.2
"Carpinus caroliniana",263.2,152.6
"Carpinus caroliniana",274.4,148.3
"Carpinus caroliniana",263.8,160.8
"Carpinus caroliniana",264.3,167.1
"Carpinus caroliniana",267.7,169.7
"Carpinus caroliniana",265.3,186.3
"Carpinus caroliniana",269.2,190.8
"Carpinus caroliniana",263.1,193.1
"Carpinus caroliniana",273.1,180.8
"Carpinus caroliniana",270.2,182.3
"Carpinus caroliniana",276.6,194
"Carpinus caroliniana",262.9,205.8
"Carpinus caroliniana",265.4,208.7
"Carpinus caroliniana",269.9,206.4
"Carpinus caroliniana",271.5,205.4
"Carpinus caroliniana",272.5,206.7
"Carpinus caroliniana",272.3,203.1
"Carpinus caroliniana",270.8,202.6
"Carpinus caroliniana",273.2,207.1
"Carpinus caroliniana",274.9,214.8
"Carpinus caroliniana",271.5,214.7
"Carpinus caroliniana",270.1,225.8
"Carpinus caroliniana",262.3,237.5
"Carpinus caroliniana",279.1,238.4
"Carpinus caroliniana",272.6,234.1
"Carpinus caroliniana",267.8,235.7
"Carpinus caroliniana",270.8,243.4
"Carpinus caroliniana",269.9,246.1
"Carpinus caroliniana",269.4,246.1
"Carpinus caroliniana",264.1,247.8
"Carpinus caroliniana",264.7,251.6
"Carpinus caroliniana",260.9,252.3
"Carpinus caroliniana",265.1,256.2
"Carpinus caroliniana",278.1,240.3
"Carpinus caroliniana",277.5,245
"Carpinus caroliniana",275.6,243.3
"Carpinus caroliniana",272.7,241.6
"Carpinus caroliniana",274.1,244.2
"Carpinus caroliniana",273.3,247.4
"Carpinus caroliniana",268,254.2
"Carpinus caroliniana",266.8,256.3
"Carpinus caroliniana",271,267.4
"Carpinus caroliniana",271.6,260.5
"Carpinus caroliniana",280.2,136.1
"Carpinus caroliniana",294.4,196.5
"Carpinus caroliniana",285,195
"Carpinus caroliniana",280.3,217.8
"Carpinus caroliniana",284,223
"Carpinus caroliniana",282.7,227.9
"Carpinus caroliniana",283.8,238.5
"Carpinus caroliniana",293,234.8
"Carpinus caroliniana",310.3,102.8
"Carpinus caroliniana",305.6,299.9
"Carpinus caroliniana",320,334.2
"Carpinus caroliniana",322.4,321.7
"Carpinus caroliniana",335,458.5
"Carpinus caroliniana",362.8,506.8
"Carya cordiformis",3.6,10.8
"Carya cordiformis",15.1,2
"Carya cordiformis",0.8,102.5
"Carya cordiformis",0.6,117
"Carya cordiformis",20,121.7
"Carya cordiformis",3.4,120.5
"Carya cordiformis",12,167.4
"Carya cordiformis",3.2,199.2
"Carya cordiformis",1.4,201.4
"Carya cordiformis",16.1,323.5
"Carya cordiformis",17.1,329
"Carya cordiformis",19.5,391.1
"Carya cordiformis",5.3,555.7
"Carya cordiformis",7.2,589.2
"Carya cordiformis",38,1.1
"Carya cordiformis",38.7,6.2
"Carya cordiformis",27.4,10.3
"Carya cordiformis",21.1,24.9
"Carya cordiformis",30.6,33.4
"Carya cordiformis",28.6,62
"Carya cordiformis",34.2,113.9
"Carya cordiformis",30.7,146.6
"Carya cordiformis",25.4,146.9
"Carya cordiformis",24.7,156.7
"Carya cordiformis",33.7,187.5
"Carya cordiformis",38.5,181
"Carya cordiformis",34.1,238.9
"Carya cordiformis",28.7,255.8
"Carya cordiformis",21.1,295.4
"Carya cordiformis",29.7,298
"Carya cordiformis",22.8,388.7
"Carya cordiformis",31,484
"Carya cordiformis",34.8,500.4
"Carya cordiformis",20,551.1
"Carya cordiformis",44.4,24.5
"Carya cordiformis",44.4,25.6
"Carya cordiformis",44.9,25.6
"Carya cordiformis",59.5,28.4
"Carya cordiformis",58.3,31.1
"Carya cordiformis",56.9,41.6
"Carya cordiformis",58.8,47.5
"Carya cordiformis",54,46.2
"Carya cordiformis",49,52.4
"Carya cordiformis",48.1,52.4
"Carya cordiformis",47.4,60
"Carya cordiformis",40.3,89.6
"Carya cordiformis",40.9,99.7
"Carya cordiformis",51.4,104.4
"Carya cordiformis",58.6,124.1
"Carya cordiformis",44.6,124.7
"Carya cordiformis",57.7,132.4
"Carya cordiformis",44.1,160.3
"Carya cordiformis",58,180.8
"Carya cordiformis",40.3,237
"Carya cordiformis",48,266.8
"Carya cordiformis",52.1,398
"Carya cordiformis",51.6,395.4
"Carya cordiformis",44.1,399.3
"Carya cordiformis",66.3,20
"Carya cordiformis",68.7,25.5
"Carya cordiformis",60,29.7
"Carya cordiformis",72.9,37
"Carya cordiformis",69.5,27.9
"Carya cordiformis",79.4,173.2
"Carya cordiformis",79.4,178
"Carya cordiformis",71.5,267.3
"Carya cordiformis",63,288.7
"Carya cordiformis",63.2,290.9
"Carya cordiformis",77.5,298.6
"Carya cordiformis",65.8,366.8
"Carya cordiformis",65.4,390.9
"Carya cordiformis",60.4,435
"Carya cordiformis",74,506.1
"Carya cordiformis",73.4,516.7
"Carya cordiformis",84.2,22.3
"Carya cordiformis",88.2,24.1
"Carya cordiformis",91,27.8
"Carya cordiformis",84.1,40
"Carya cordiformis",89.4,175.5
"Carya cordiformis",96.3,191.5
"Carya cordiformis",99.6,199.4
"Carya cordiformis",83.1,183.3
"Carya cordiformis",90.4,207
"Carya cordiformis",84,320.3
"Carya cordiformis",84.1,340.5
"Carya cordiformis",89.7,355.8
"Carya cordiformis",83.1,431.3
"Carya cordiformis",89.5,490.5
"Carya cordiformis",88.2,581.3
"Carya cordiformis",112.3,2.6
"Carya cordiformis",113.5,184.5
"Carya cordiformis",103.6,237.2
"Carya cordiformis",102.3,236.9
"Carya cordiformis",113.8,262.1
"Carya cordiformis",115.2,276.7
"Carya cordiformis",113.4,287.3
"Carya cordiformis",126.6,3.6
"Carya cordiformis",136.4,0.8
"Carya cordiformis",135.6,1.4
"Carya cordiformis",134.3,316.9
"Carya cordiformis",132.1,315.6
"Carya cordiformis",129.7,319.1
"Carya cordiformis",127.4,408
"Carya cordiformis",136.2,436.2
"Carya cordiformis",141.5,6.9
"Carya cordiformis",159.7,7.9
"Carya cordiformis",147.5,8.3
"Carya cordiformis",159.4,22.9
"Carya cordiformis",150.3,116.8
"Carya cordiformis",159.8,119.1
"Carya cordiformis",159.1,123.6
"Carya cordiformis",146.2,139.8
"Carya cordiformis",140.2,135.6
"Carya cordiformis",148.2,144.7
"Carya cordiformis",141.9,198.2
"Carya cordiformis",145.5,298
"Carya cordiformis",140.8,318.4
"Carya cordiformis",151.8,405
"Carya cordiformis",151.2,588.8
"Carya cordiformis",171.7,3.2
"Carya cordiformis",161.1,5.7
"Carya cordiformis",161.3,8.4
"Carya cordiformis",161.3,15.3
"Carya cordiformis",170,19.4
"Carya cordiformis",162.7,88.5
"Carya cordiformis",176.4,85.1
"Carya cordiformis",167.5,303
"Carya cordiformis",166,328.1
"Carya cordiformis",162.3,585.1
"Carya cordiformis",170.6,597.1
"Carya cordiformis",167.6,596
"Carya cordiformis",192.6,16.5
"Carya cordiformis",187.6,14.1
"Carya cordiformis",188.4,35.2
"Carya cordiformis",199.2,48.5
"Carya cordiformis",196.7,54.2
"Carya cordiformis",199.5,61.7
"Carya cordiformis",199.4,66.6
"Carya cordiformis",199.7,74.7
"Carya cordiformis",181,118.4
"Carya cordiformis",197.6,134.4
"Carya cordiformis",191.6,138.6
"Carya cordiformis",183.9,136.5
"Carya cordiformis",184.7,164.7
"Carya cordiformis",197.5,293.3
"Carya cordiformis",196.8,303.9
"Carya cordiformis",199.2,305.4
"Carya cordiformis",181.8,335.5
"Carya cordiformis",182.9,365.8
"Carya cordiformis",195.5,419.5
"Carya cordiformis",182.2,431
"Carya cordiformis",217.5,45.3
"Carya cordiformis",218.9,44.9
"Carya cordiformis",205.2,50.2
"Carya cordiformis",206.2,51
"Carya cordiformis",200.3,57.2
"Carya cordiformis",211,62.8
"Carya cordiformis",211.7,70.6
"Carya cordiformis",219.1,82.4
"Carya cordiformis",217,101.8
"Carya cordiformis",219.4,124.2
"Carya cordiformis",215.4,134.6
"Carya cordiformis",200.4,128.2
"Carya cordiformis",200.9,133.9
"Carya cordiformis",213.5,186.8
"Carya cordiformis",215,293.1
"Carya cordiformis",216.5,296.8
"Carya cordiformis",210,283.3
"Carya cordiformis",218.3,313.8
"Carya cordiformis",203,303.4
"Carya cordiformis",214.3,331.2
"Carya cordiformis",206,322.9
"Carya cordiformis",211.8,431.4
"Carya cordiformis",201.2,474.9
"Carya cordiformis",205.4,594.3
"Carya cordiformis",222.6,135
"Carya cordiformis",235.3,162.5
"Carya cordiformis",235.6,239.4
"Carya cordiformis",239.1,286.5
"Carya cordiformis",237.7,297.4
"Carya cordiformis",240,298.9
"Carya cordiformis",222.3,318.9
"Carya cordiformis",237.9,310.3
"Carya cordiformis",236.1,311.4
"Carya cordiformis",237,325.1
"Carya cordiformis",234.4,332.2
"Carya cordiformis",238,336.7
"Carya cordiformis",230.6,335.8
"Carya cordiformis",221.3,490
"Carya cordiformis",221.6,528.6
"Carya cordiformis",244.5,85.1
"Carya cordiformis",249,106.3
"Carya cordiformis",241.4,158.2
"Carya cordiformis",257.3,172.5
"Carya cordiformis",258.2,186.5
"Carya cordiformis",247.5,197
"Carya cordiformis",252.2,199.5
"Carya cordiformis",247.4,214.8
"Carya cordiformis",255.6,276.2
"Carya cordiformis",258,277.8
"Carya cordiformis",258.5,283.1
"Carya cordiformis",254.5,284.2
"Carya cordiformis",243.5,289.8
"Carya cordiformis",241.8,289.9
"Carya cordiformis",241.2,291.4
"Carya cordiformis",245.8,295
"Carya cordiformis",240.4,299.9
"Carya cordiformis",250.3,306.7
"Carya cordiformis",253.4,309.6
"Carya cordiformis",257.7,329.7
"Carya cordiformis",249.7,337.7
"Carya cordiformis",248.7,339.5
"Carya cordiformis",258.4,336.4
"Carya cordiformis",251,338.5
"Carya cordiformis",241.8,341.2
"Carya cordiformis",253.3,341.9
"Carya cordiformis",242,410
"Carya cordiformis",249.3,502.4
"Carya cordiformis",267.2,227.7
"Carya cordiformis",264.8,265.4
"Carya cordiformis",266.2,273.6
"Carya cordiformis",263.5,279.7
"Carya cordiformis",262,279.1
"Carya cordiformis",278.7,261.5
"Carya cordiformis",275.8,260.5
"Carya cordiformis",270.6,277.2
"Carya cordiformis",260.1,287
"Carya cordiformis",274.6,280.3
"Carya cordiformis",262.1,286.2
"Carya cordiformis",274.1,302.1
"Carya cordiformis",274,302.7
"Carya cordiformis",273.3,304.4
"Carya cordiformis",279.3,313.1
"Carya cordiformis",262.5,318.5
"Carya cordiformis",264,308
"Carya cordiformis",271.1,323.6
"Carya cordiformis",274.8,324
"Carya cordiformis",273.4,351.7
"Carya cordiformis",264.6,344.5
"Carya cordiformis",269.1,350.8
"Carya cordiformis",279.6,361.6
"Carya cordiformis",275,364
"Carya cordiformis",265.1,365.8
"Carya cordiformis",269.5,378
"Carya cordiformis",277,381.7
"Carya cordiformis",279.7,383.1
"Carya cordiformis",267.1,393.8
"Carya cordiformis",272.1,415.6
"Carya cordiformis",278.9,435.5
"Carya cordiformis",286.5,112.3
"Carya cordiformis",284.7,152.7
"Carya cordiformis",285.6,192.5
"Carya cordiformis",284.3,223.8
"Carya cordiformis",285.7,230.2
"Carya cordiformis",294,227.1
"Carya cordiformis",290.5,229.9
"Carya cordiformis",289.3,234.8
"Carya cordiformis",292.9,257
"Carya cordiformis",293.3,243.4
"Carya cordiformis",286.4,249.9
"Carya cordiformis",298,249.1
"Carya cordiformis",280.5,268.8
"Carya cordiformis",284.7,278
"Carya cordiformis",286.3,277.6
"Carya cordiformis",292.9,264
"Carya cordiformis",295.1,269.8
"Carya cordiformis",292.4,272.1
"Carya cordiformis",299.6,275.8
"Carya cordiformis",295,280.5
"Carya cordiformis",287.2,290.7
"Carya cordiformis",299.6,290.2
"Carya cordiformis",284.2,280.4
"Carya cordiformis",282.7,295.5
"Carya cordiformis",281.8,300.5
"Carya cordiformis",281.8,368.8
"Carya cordiformis",280.6,380
"Carya cordiformis",288,382.3
"Carya cordiformis",287,395
"Carya cordiformis",283.3,404.2
"Carya cordiformis",287.3,420.5
"Carya cordiformis",281.8,426.5
"Carya cordiformis",304.5,117.1
"Carya cordiformis",301.8,132.8
"Carya cordiformis",302.5,184.4
"Carya cordiformis",317.7,228.9
"Carya cordiformis",316.4,230.8
"Carya cordiformis",312.5,235
"Carya cordiformis",307.5,237.1
"Carya cordiformis",308.5,239.6
"Carya cordiformis",306.2,249.6
"Carya cordiformis",309.7,259.4
"Carya cordiformis",311.2,255.8
"Carya cordiformis",312.1,253.4
"Carya cordiformis",314.9,258.6
"Carya cordiformis",304.4,257.7
"Carya cordiformis",306,240.9
"Carya cordiformis",308.3,241.2
"Carya cordiformis",317.7,249.2
"Carya cordiformis",316.9,248.6
"Carya cordiformis",317,250.3
"Carya cordiformis",311,257.3
"Carya cordiformis",309.6,257.5
"Carya cordiformis",306.6,257.3
"Carya cordiformis",307,251
"Carya cordiformis",311.2,254.8
"Carya cordiformis",315,261.1
"Carya cordiformis",316.6,266.2
"Carya cordiformis",315.2,265.3
"Carya cordiformis",314.6,275.7
"Carya cordiformis",302.4,262.2
"Carya cordiformis",302.4,260.2
"Carya cordiformis",301,266.3
"Carya cordiformis",300.9,270.7
"Carya cordiformis",306.3,269.5
"Carya cordiformis",304.1,279.5
"Carya cordiformis",316.6,297
"Carya cordiformis",305.9,296.9
"Carya cordiformis",316.1,300.4
"Carya cordiformis",309.9,303.2
"Carya cordiformis",307.4,305.6
"Carya cordiformis",318.7,415.6
"Carya cordiformis",301.1,422.3
"Carya cordiformis",331.6,138
"Carya cordiformis",328.4,155.8
"Carya cordiformis",329.3,162.2
"Carya cordiformis",321.8,228.5
"Carya cordiformis",328.8,253.1
"Carya cordiformis",324.7,244.5
"Carya cordiformis",323.4,244.2
"Carya cordiformis",330.9,273.4
"Carya cordiformis",321.6,273.8
"Carya cordiformis",333.9,280.7
"Carya cordiformis",324.3,427.2
"Carya cordiformis",333.3,433.4
"Carya cordiformis",337.4,444
"Carya cordiformis",332.5,456.4
"Carya cordiformis",322.4,545
"Carya cordiformis",354.9,94.5
"Carya cordiformis",346.3,107.5
"Carya cordiformis",357.4,101.6
"Carya cordiformis",343.4,120.3
"Carya cordiformis",352.7,136.9
"Carya cordiformis",357.6,139.7
"Carya cordiformis",359.1,166
"Carya cordiformis",348.7,163
"Carya cordiformis",357.5,218.6
"Carya cordiformis",340.7,225
"Carya cordiformis",359.1,243.8
"Carya cordiformis",356.9,245.9
"Carya cordiformis",343.5,252.9
"Carya cordiformis",352.4,276.5
"Carya cordiformis",348.6,425.3
"Carya cordiformis",357.5,435.4
"Carya cordiformis",357.5,435.5
"Carya cordiformis",351.5,465.6
"Carya cordiformis",351.8,475.1
"Carya cordiformis",356,465
"Carya cordiformis",356.6,493
"Carya cordiformis",369.1,161.6
"Carya cordiformis",366.5,174.8
"Carya cordiformis",365.4,176.5
"Carya cordiformis",375.9,168.8
"Carya cordiformis",375.2,184.3
"Carya cordiformis",369.5,191.4
"Carya cordiformis",369.1,204.7
"Carya cordiformis",372.2,219.5
"Carya cordiformis",370.2,222.7
"Carya cordiformis",378.1,221
"Carya cordiformis",379.9,221.9
"Carya cordiformis",378.6,222.2
"Carya cordiformis",376.1,222.2
"Carya cordiformis",375.8,220
