"Latin","gx","gy"
"Faramea occidentalis",427.2,302.9
"Faramea occidentalis",424.9,306.7
"Faramea occidentalis",421.9,312.4
"Faramea occidentalis",421.6,319.8
"Faramea occidentalis",439.8,308.2
"Faramea occidentalis",421.4,313.1
"Faramea occidentalis",422.9,329.1
"Faramea occidentalis",420.2,332.1
"Faramea occidentalis",422.1,330.7
"Faramea occidentalis",420.2,335.3
"Faramea occidentalis",426.8,327.9
"Faramea occidentalis",428.1,323.9
"Faramea occidentalis",430.2,324.8
"Faramea occidentalis",434.7,323.7
"Faramea occidentalis",433.2,328.2
"Faramea occidentalis",434.8,325.1
"Faramea occidentalis",431.7,339.5
"Faramea occidentalis",437.7,335.6
"Faramea occidentalis",436,326.2
"Faramea occidentalis",439.6,329.8
"Faramea occidentalis",439,326.5
"Faramea occidentalis",439.5,325.2
"Faramea occidentalis",437,325.8
"Faramea occidentalis",439.8,323.2
"Faramea occidentalis",434.6,320
"Faramea occidentalis",426.7,332.7
"Faramea occidentalis",438.8,333.8
"Faramea occidentalis",439.2,332
"Faramea occidentalis",435.3,337.3
"Faramea occidentalis",439.2,332.6
"Faramea occidentalis",438.5,328.7
"Faramea occidentalis",429.2,327
"Faramea occidentalis",436.8,333
"Faramea occidentalis",431.7,324.3
"Faramea occidentalis",430.76,324.14
"Faramea occidentalis",420.2,353.8
"Faramea occidentalis",422.6,355.1
"Faramea occidentalis",429.7,358.2
"Faramea occidentalis",428.3,357.9
"Faramea occidentalis",429.3,354.1
"Faramea occidentalis",428,350.9
"Faramea occidentalis",429.5,343.4
"Faramea occidentalis",428.5,341
"Faramea occidentalis",431.8,344.4
"Faramea occidentalis",432.6,344.1
"Faramea occidentalis",433.4,342.8
"Faramea occidentalis",434.5,349.1
"Faramea occidentalis",434.6,345.7
"Faramea occidentalis",434.4,345.1
"Faramea occidentalis",432.9,346.4
"Faramea occidentalis",438.2,359.7
"Faramea occidentalis",435.1,352.5
"Faramea occidentalis",435.9,353.5
"Faramea occidentalis",439,353.2
"Faramea occidentalis",439.4,351.8
"Faramea occidentalis",435.7,349.2
"Faramea occidentalis",439.1,349.1
"Faramea occidentalis",438.6,345.6
"Faramea occidentalis",420.8,347.6
"Faramea occidentalis",421.2,347.5
"Faramea occidentalis",434.3,356.8
"Faramea occidentalis",435.9,346.3
"Faramea occidentalis",421.5,359.8
"Faramea occidentalis",421.9,359.5
"Faramea occidentalis",429.9,342.5
"Faramea occidentalis",433.7,358.1
"Faramea occidentalis",434.1,358.5
"Faramea occidentalis",428.57,341.92
"Faramea occidentalis",420.5,363.9
"Faramea occidentalis",420.5,368.4
"Faramea occidentalis",425.2,376
"Faramea occidentalis",432.4,363.6
"Faramea occidentalis",434.3,374.1
"Faramea occidentalis",431.3,376.1
"Faramea occidentalis",430.2,379.2
"Faramea occidentalis",434.1,377
"Faramea occidentalis",433.2,376
"Faramea occidentalis",432.3,376.2
"Faramea occidentalis",435.5,376.5
"Faramea occidentalis",439.1,378
"Faramea occidentalis",439.6,360.9
"Faramea occidentalis",429.2,372.4
"Faramea occidentalis",434,367.2
"Faramea occidentalis",437.7,367
"Faramea occidentalis",430.8,377.3
"Faramea occidentalis",437.1,363.9
"Faramea occidentalis",421.6,370.1
"Faramea occidentalis",434.7,365.8
"Faramea occidentalis",436.5,372.6
"Faramea occidentalis",439.1,363.9
"Faramea occidentalis",424.24,371.77
"Faramea occidentalis",432.45,368.99
"Faramea occidentalis",438.53,377.5
"Faramea occidentalis",439.59,375.62
"Faramea occidentalis",424.1,396.8
"Faramea occidentalis",425.9,398.2
"Faramea occidentalis",427.1,399.7
"Faramea occidentalis",425.8,387
"Faramea occidentalis",425.8,389
"Faramea occidentalis",428.1,389.4
"Faramea occidentalis",429,388.9
"Faramea occidentalis",432.8,382.4
"Faramea occidentalis",434.5,383.5
"Faramea occidentalis",431,386.4
"Faramea occidentalis",430.6,390.1
"Faramea occidentalis",432,398.1
"Faramea occidentalis",437.5,386.8
"Faramea occidentalis",420.6,385.7
"Faramea occidentalis",426.6,391.6
"Faramea occidentalis",434.3,387.1
"Faramea occidentalis",427.4,393.9
"Faramea occidentalis",436.8,384.9
"Faramea occidentalis",424.34,395.68
"Faramea occidentalis",430.77,395.69
"Faramea occidentalis",421,404
"Faramea occidentalis",423.1,408.1
"Faramea occidentalis",421.8,405.4
"Faramea occidentalis",422.8,418.9
"Faramea occidentalis",422.4,419.7
"Faramea occidentalis",426.3,419.5
"Faramea occidentalis",425.2,405.5
"Faramea occidentalis",426,404.4
"Faramea occidentalis",435.4,407.1
"Faramea occidentalis",437.9,406.5
"Faramea occidentalis",427.8,419.4
"Faramea occidentalis",422.2,403.8
"Faramea occidentalis",421.2,417.8
"Faramea occidentalis",436.8,406.4
"Faramea occidentalis",439,408.3
"Faramea occidentalis",427.5,415.4
"Faramea occidentalis",433.1,412.3
"Faramea occidentalis",437.7,404.7
"Faramea occidentalis",437.5,410.4
"Faramea occidentalis",420.3,430.8
"Faramea occidentalis",422.1,432.8
"Faramea occidentalis",426.2,436.1
"Faramea occidentalis",425.5,424.3
"Faramea occidentalis",430.8,438.1
"Faramea occidentalis",436.3,436.4
"Faramea occidentalis",439.9,422.4
"Faramea occidentalis",434.1,432.9
"Faramea occidentalis",434.4,434.7
"Faramea occidentalis",422.64,433.67
"Faramea occidentalis",420.7,441.9
"Faramea occidentalis",422.9,443.1
"Faramea occidentalis",423.9,447.9
"Faramea occidentalis",424.3,447.1
"Faramea occidentalis",423.5,446
"Faramea occidentalis",425.4,446.5
"Faramea occidentalis",425.2,447.2
"Faramea occidentalis",425.6,447.3
"Faramea occidentalis",427.9,449
"Faramea occidentalis",427.9,447.9
"Faramea occidentalis",426.5,446.1
"Faramea occidentalis",428.4,444.1
"Faramea occidentalis",434.6,440.3
"Faramea occidentalis",431.8,446.4
"Faramea occidentalis",430.5,446.8
"Faramea occidentalis",431,448
"Faramea occidentalis",434.5,447
"Faramea occidentalis",439,448
"Faramea occidentalis",437,444.6
"Faramea occidentalis",423.3,446.5
"Faramea occidentalis",433.7,444.2
"Faramea occidentalis",443,55.4
"Faramea occidentalis",450.3,56
"Faramea occidentalis",456.8,55.8
"Faramea occidentalis",458.2,57.9
"Faramea occidentalis",459.7,53.6
"Faramea occidentalis",440.1,75.2
"Faramea occidentalis",444.4,79.2
"Faramea occidentalis",447.1,76.5
"Faramea occidentalis",450.9,75.6
"Faramea occidentalis",453.8,78.7
"Faramea occidentalis",453.6,79.9
"Faramea occidentalis",455.1,64.5
"Faramea occidentalis",440.1,71.2
"Faramea occidentalis",443.8,72.3
"Faramea occidentalis",449.7,60.4
"Faramea occidentalis",458.2,62.8
"Faramea occidentalis",442.4,99.9
"Faramea occidentalis",445.6,93.5
"Faramea occidentalis",453.9,83
"Faramea occidentalis",459.4,91.7
"Faramea occidentalis",452.1,98
"Faramea occidentalis",459.2,80.7
"Faramea occidentalis",454.8,85.9
"Faramea occidentalis",444.9,88.8
"Faramea occidentalis",445.9,89.8
"Faramea occidentalis",445.5,95.21
"Faramea occidentalis",446.65,85.34
"Faramea occidentalis",456.42,94.87
"Faramea occidentalis",441.2,104.8
"Faramea occidentalis",443,116.1
"Faramea occidentalis",446,110.3
"Faramea occidentalis",447.5,106.6
"Faramea occidentalis",446.8,103
"Faramea occidentalis",454,102.6
"Faramea occidentalis",456.5,116.7
"Faramea occidentalis",459.3,117.8
"Faramea occidentalis",456.7,106.7
"Faramea occidentalis",456.4,101.6
"Faramea occidentalis",443.7,109.9
"Faramea occidentalis",449.2,105.1
"Faramea occidentalis",458.4,114.7
"Faramea occidentalis",449,119.6
"Faramea occidentalis",456.9,117.2
"Faramea occidentalis",441.3,124.9
"Faramea occidentalis",443.3,126.8
"Faramea occidentalis",442.9,130.9
"Faramea occidentalis",446.8,135.4
"Faramea occidentalis",449.3,132.7
"Faramea occidentalis",446.8,130.2
"Faramea occidentalis",448.8,129.9
"Faramea occidentalis",448.3,124.9
"Faramea occidentalis",448.3,123.2
"Faramea occidentalis",448.8,123.1
"Faramea occidentalis",453.1,129.1
"Faramea occidentalis",454.5,128.1
"Faramea occidentalis",452.1,134.4
"Faramea occidentalis",454.1,133.2
"Faramea occidentalis",451.2,138.8
"Faramea occidentalis",455.2,137.5
"Faramea occidentalis",455.7,139.8
"Faramea occidentalis",453.1,131.1
"Faramea occidentalis",456.3,130.7
"Faramea occidentalis",449.6,130.4
"Faramea occidentalis",445.3,126.8
"Faramea occidentalis",453.8,132.4
"Faramea occidentalis",455.8,136.8
"Faramea occidentalis",459.9,137.3
"Faramea occidentalis",459.6,137
"Faramea occidentalis",457.9,133.7
"Faramea occidentalis",458.4,120.5
"Faramea occidentalis",453.4,129.9
"Faramea occidentalis",440.2,131.7
"Faramea occidentalis",458,137.3
"Faramea occidentalis",440.2,142.9
"Faramea occidentalis",444.6,141.2
"Faramea occidentalis",446.2,151.3
"Faramea occidentalis",447.5,154.2
"Faramea occidentalis",446.3,148.4
"Faramea occidentalis",445.3,143.9
"Faramea occidentalis",449.1,143.5
"Faramea occidentalis",450.6,143.7
"Faramea occidentalis",452.3,142.2
"Faramea occidentalis",454.3,140.3
"Faramea occidentalis",453.5,148.1
"Faramea occidentalis",454.3,154.1
"Faramea occidentalis",450.2,156.1
"Faramea occidentalis",451.4,157.5
"Faramea occidentalis",456.2,152.5
"Faramea occidentalis",457.9,150.7
"Faramea occidentalis",455.1,148.7
"Faramea occidentalis",459,141.3
"Faramea occidentalis",446.3,147.4
"Faramea occidentalis",447.2,149.7
"Faramea occidentalis",449.7,149.6
"Faramea occidentalis",447.3,144.6
"Faramea occidentalis",440.7,144.9
"Faramea occidentalis",449.3,147.4
"Faramea occidentalis",448.1,147.5
"Faramea occidentalis",450.8,149.3
"Faramea occidentalis",452.6,147.6
"Faramea occidentalis",441.6,144.9
"Faramea occidentalis",441,146.8
"Faramea occidentalis",442.7,150.1
"Faramea occidentalis",440.2,166.6
"Faramea occidentalis",444.2,165.5
"Faramea occidentalis",446.2,166.2
"Faramea occidentalis",445.3,162.3
"Faramea occidentalis",448.3,160.7
"Faramea occidentalis",450.4,173
"Faramea occidentalis",452.9,174.7
"Faramea occidentalis",455.2,176.4
"Faramea occidentalis",456.4,177.2
"Faramea occidentalis",457.4,173.4
"Faramea occidentalis",457,172.8
"Faramea occidentalis",448.9,170.3
"Faramea occidentalis",448.6,173.4
"Faramea occidentalis",452.8,173.7
"Faramea occidentalis",450.1,177.2
"Faramea occidentalis",451.3,177.2
"Faramea occidentalis",456,179.1
"Faramea occidentalis",457,165.3
"Faramea occidentalis",457.7,169.4
"Faramea occidentalis",446.9,177.1
"Faramea occidentalis",449,178.3
"Faramea occidentalis",446,174.8
"Faramea occidentalis",456.1,178.9
"Faramea occidentalis",457.7,166.6
"Faramea occidentalis",443.8,174
"Faramea occidentalis",440.8,173
"Faramea occidentalis",440.9,176.3
"Faramea occidentalis",442.7,178.6
"Faramea occidentalis",449,170.1
"Faramea occidentalis",450.3,173.3
"Faramea occidentalis",443.4,175.3
"Faramea occidentalis",445.1,177.5
"Faramea occidentalis",456.05,167.03
"Faramea occidentalis",441,184.8
"Faramea occidentalis",440.1,186.8
"Faramea occidentalis",444.8,189.2
"Faramea occidentalis",441.7,185.6
"Faramea occidentalis",444.2,198
"Faramea occidentalis",447.2,195.6
"Faramea occidentalis",453.8,184.7
"Faramea occidentalis",452.8,182.1
"Faramea occidentalis",450.5,189.5
"Faramea occidentalis",459.7,198.6
"Faramea occidentalis",459.5,190.8
"Faramea occidentalis",457.1,186.2
"Faramea occidentalis",458.5,185.8
"Faramea occidentalis",445.8,196.7
"Faramea occidentalis",450.7,188.2
"Faramea occidentalis",442.9,188.3
"Faramea occidentalis",444.6,196.9
"Faramea occidentalis",448.7,194.6
"Faramea occidentalis",455.6,180.5
"Faramea occidentalis",455.7,182.6
"Faramea occidentalis",458.1,180.4
"Faramea occidentalis",449.4,181.7
"Faramea occidentalis",453.4,187.4
"Faramea occidentalis",442.2,180.4
"Faramea occidentalis",440.2,181.8
"Faramea occidentalis",440.7,182.4
"Faramea occidentalis",453.7,188.2
"Faramea occidentalis",446,206.1
"Faramea occidentalis",458.6,202
"Faramea occidentalis",444.2,208.7
"Faramea occidentalis",445.8,200.5
"Faramea occidentalis",453,203.3
"Faramea occidentalis",451.4,205.2
"Faramea occidentalis",443.7,212.4
"Faramea occidentalis",440.4,213.3
"Faramea occidentalis",445.2,200.6
"Faramea occidentalis",446.4,200.3
"Faramea occidentalis",450.9,211.8
"Faramea occidentalis",455.8,217
"Faramea occidentalis",451.7,219.1
"Faramea occidentalis",444.06,217.33
"Faramea occidentalis",448.67,217.07
"Faramea occidentalis",452.01,217.08
"Faramea occidentalis",458.6,220.3
"Faramea occidentalis",454.4,221.1
"Faramea occidentalis",446.49,237.38
"Faramea occidentalis",442.6,248.8
"Faramea occidentalis",443.7,245.5
"Faramea occidentalis",440.3,258.1
"Faramea occidentalis",440.8,259.8
"Faramea occidentalis",458.7,246.4
"Faramea occidentalis",443.1,248.2
"Faramea occidentalis",440.5,242.1
"Faramea occidentalis",457.3,252.1
"Faramea occidentalis",454,241.5
"Faramea occidentalis",447.4,244.5
"Faramea occidentalis",458.4,256.9
"Faramea occidentalis",459,257.9
"Faramea occidentalis",459.7,258.2
"Faramea occidentalis",451.06,250.17
"Faramea occidentalis",454.14,255.7
"Faramea occidentalis",456.46,258.73
"Faramea occidentalis",441.2,260.8
"Faramea occidentalis",445.6,271.5
"Faramea occidentalis",449.9,267.4
"Faramea occidentalis",444.8,262.5
"Faramea occidentalis",447,271.5
"Faramea occidentalis",459.1,260
"Faramea occidentalis",450.3,267
"Faramea occidentalis",441.6,277
"Faramea occidentalis",459.2,279.6
"Faramea occidentalis",452.69,263.48
"Faramea occidentalis",456.01,270.33
"Faramea occidentalis",456.14,268.89
"Faramea occidentalis",442.7,298.1
"Faramea occidentalis",444.5,299.4
"Faramea occidentalis",440.9,281.3
"Faramea occidentalis",445.7,297.6
"Faramea occidentalis",447.9,299.2
"Faramea occidentalis",456.2,291.5
"Faramea occidentalis",455.4,284.2
"Faramea occidentalis",442.3,286.9
"Faramea occidentalis",442.91,280.99
"Faramea occidentalis",441.7,285.48
"Faramea occidentalis",446.46,294.34
"Faramea occidentalis",456.81,295.26
"Faramea occidentalis",459.68,280.22
"Faramea occidentalis",440.7,302.5
"Faramea occidentalis",444.8,304.6
"Faramea occidentalis",443.1,309
"Faramea occidentalis",444.3,308.7
"Faramea occidentalis",444.5,312.5
"Faramea occidentalis",442.5,310.3
"Faramea occidentalis",444.3,312.8
"Faramea occidentalis",443.6,313.3
"Faramea occidentalis",441.6,316.5
"Faramea occidentalis",442.4,315.6
"Faramea occidentalis",442.6,315.9
"Faramea occidentalis",445.6,310.3
"Faramea occidentalis",445.6,313.9
"Faramea occidentalis",446.3,314.9
"Faramea occidentalis",448.9,311.5
"Faramea occidentalis",449.5,310.1
"Faramea occidentalis",447,304.9
"Faramea occidentalis",449.2,300.3
"Faramea occidentalis",451.1,308
"Faramea occidentalis",452,307.5
"Faramea occidentalis",450.5,314.1
"Faramea occidentalis",452.7,313.1
"Faramea occidentalis",456.7,316.2
"Faramea occidentalis",459.5,312.8
"Faramea occidentalis",441.1,304.1
"Faramea occidentalis",440.2,308.7
"Faramea occidentalis",444.6,305.6
"Faramea occidentalis",452,309.5
"Faramea occidentalis",443.8,308.5
"Faramea occidentalis",440.8,314.8
"Faramea occidentalis",440,316.9
"Faramea occidentalis",445.2,305.1
"Faramea occidentalis",444.8,305.5
"Faramea occidentalis",445,316.9
"Faramea occidentalis",445.2,315.4
"Faramea occidentalis",446.5,300.6
"Faramea occidentalis",442,315.3
"Faramea occidentalis",446.7,317.2
"Faramea occidentalis",446.1,313.8
"Faramea occidentalis",444.3,307.7
"Faramea occidentalis",441.5,315.4
"Faramea occidentalis",442.9,317.1
"Faramea occidentalis",449.7,315.5
"Faramea occidentalis",453.5,312.2
"Faramea occidentalis",448.26,301.32
"Faramea occidentalis",448.72,303.71
"Faramea occidentalis",440.3,321.8
"Faramea occidentalis",443.6,323.2
"Faramea occidentalis",443.9,321.8
"Faramea occidentalis",444.2,321.6
"Faramea occidentalis",441,325.9
"Faramea occidentalis",441.3,327.2
"Faramea occidentalis",443.2,328.7
"Faramea occidentalis",443.1,327.8
"Faramea occidentalis",442.2,327.6
"Faramea occidentalis",440.3,334.3
"Faramea occidentalis",441,334.5
"Faramea occidentalis",442.4,333.6
"Faramea occidentalis",443.6,334.1
"Faramea occidentalis",443.3,330.4
"Faramea occidentalis",441.6,331
"Faramea occidentalis",448.7,333.2
"Faramea occidentalis",449.8,333.1
"Faramea occidentalis",445.6,326.8
"Faramea occidentalis",447.1,325.4
"Faramea occidentalis",446.5,325.1
"Faramea occidentalis",446.1,323.8
"Faramea occidentalis",450.2,334.9
"Faramea occidentalis",451.2,334.2
"Faramea occidentalis",452.9,334.3
"Faramea occidentalis",453.4,333.5
"Faramea occidentalis",452.6,332.4
"Faramea occidentalis",454.2,336.4
"Faramea occidentalis",457.9,335.2
"Faramea occidentalis",459.6,332
"Faramea occidentalis",458.1,330.7
"Faramea occidentalis",456.7,331.3
"Faramea occidentalis",456.9,332.1
"Faramea occidentalis",457.8,329.1
"Faramea occidentalis",458.9,329
"Faramea occidentalis",458.3,324.3
"Faramea occidentalis",459.8,323.6
"Faramea occidentalis",440.9,331.4
"Faramea occidentalis",450.7,329.7
"Faramea occidentalis",453.5,325.8
"Faramea occidentalis",453.9,336.3
"Faramea occidentalis",457.5,335.4
"Faramea occidentalis",459.4,332.1
"Faramea occidentalis",459.7,329.4
"Faramea occidentalis",458.8,326
"Faramea occidentalis",457.8,323.6
"Faramea occidentalis",459,323
"Faramea occidentalis",447.7,339.4
"Faramea occidentalis",448.7,336.9
"Faramea occidentalis",448,333.3
"Faramea occidentalis",447.7,330.7
"Faramea occidentalis",452,332.4
"Faramea occidentalis",454.9,335.6
"Faramea occidentalis",451.9,335.9
"Faramea occidentalis",456.7,337.5
"Faramea occidentalis",455.1,338.8
"Faramea occidentalis",458.6,327
"Faramea occidentalis",456.2,320.1
"Faramea occidentalis",451.9,336
"Faramea occidentalis",457.7,339.3
"Faramea occidentalis",450.1,332.5
"Faramea occidentalis",450.9,327.3
"Faramea occidentalis",454.9,334.7
"Faramea occidentalis",456,321.3
"Faramea occidentalis",443.2,320.2
"Faramea occidentalis",442,331.3
"Faramea occidentalis",447.9,331.9
"Faramea occidentalis",456.1,332.8
"Faramea occidentalis",444,321.54
"Faramea occidentalis",450.23,338.35
"Faramea occidentalis",441.5,344
"Faramea occidentalis",443.5,347.2
"Faramea occidentalis",443,345.3
"Faramea occidentalis",444.9,353.9
"Faramea occidentalis",441.2,358.1
"Faramea occidentalis",444.2,357.8
"Faramea occidentalis",442.4,355.8
"Faramea occidentalis",445.8,357
"Faramea occidentalis",447.1,359.1
"Faramea occidentalis",445.2,353
"Faramea occidentalis",446,349.9
"Faramea occidentalis",447.1,343.9
"Faramea occidentalis",451.5,340.7
"Faramea occidentalis",450.8,347.6
"Faramea occidentalis",452,345.9
"Faramea occidentalis",456.1,356
"Faramea occidentalis",456.2,357.6
"Faramea occidentalis",455.2,343.6
"Faramea occidentalis",444.1,347.4
"Faramea occidentalis",444.1,353.9
"Faramea occidentalis",444,355.1
"Faramea occidentalis",457.9,354.7
"Faramea occidentalis",443.4,352.4
"Faramea occidentalis",443.1,353.1
"Faramea occidentalis",443.6,355.4
"Faramea occidentalis",445.6,355.8
"Faramea occidentalis",449.7,345.9
"Faramea occidentalis",454.8,341
"Faramea occidentalis",454.8,347.2
"Faramea occidentalis",450.1,350.9
"Faramea occidentalis",445.5,356.6
"Faramea occidentalis",446.1,353
"Faramea occidentalis",447.7,340.2
"Faramea occidentalis",454.7,343.2
"Faramea occidentalis",457,351.7
"Faramea occidentalis",458.4,357.3
"Faramea occidentalis",459.3,357.1
"Faramea occidentalis",458.3,342
"Faramea occidentalis",454.9,352.1
"Faramea occidentalis",458,357.2
"Faramea occidentalis",448.45,345.44
"Faramea occidentalis",451.79,343.48
"Faramea occidentalis",455.31,348.12
"Faramea occidentalis",444.9,363.9
"Faramea occidentalis",441.1,377.7
"Faramea occidentalis",442.5,379.4
"Faramea occidentalis",443.4,377.3
"Faramea occidentalis",446.1,379.3
"Faramea occidentalis",447.8,374.1
"Faramea occidentalis",448.2,373.3
"Faramea occidentalis",448.9,371
"Faramea occidentalis",446.9,361.4
"Faramea occidentalis",451.6,361.1
"Faramea occidentalis",450.3,361.7
"Faramea occidentalis",458.8,374.7
"Faramea occidentalis",443,362.8
"Faramea occidentalis",443.6,366.6
"Faramea occidentalis",441.4,377.8
"Faramea occidentalis",440.1,366.8
"Faramea occidentalis",443.5,372.6
"Faramea occidentalis",447.2,373.1
"Faramea occidentalis",448.8,367
"Faramea occidentalis",458.2,360.1
"Faramea occidentalis",444,364.7
"Faramea occidentalis",443.1,376.3
"Faramea occidentalis",447.5,367.8
"Faramea occidentalis",450.1,372.3
"Faramea occidentalis",458.6,362.5
"Faramea occidentalis",444.5,365.5
"Faramea occidentalis",445.4,370.1
"Faramea occidentalis",446.4,371.3
"Faramea occidentalis",447.8,370.8
"Faramea occidentalis",444.8,377.9
"Faramea occidentalis",451.78,373.09
"Faramea occidentalis",446.94,361.13
"Faramea occidentalis",441,384.9
"Faramea occidentalis",440.2,393
"Faramea occidentalis",442.2,391.7
"Faramea occidentalis",447.6,384.1
"Faramea occidentalis",456.6,393.9
"Faramea occidentalis",447.7,386.7
"Faramea occidentalis",446.4,384.7
"Faramea occidentalis",454.9,390.2
"Faramea occidentalis",440.8,396.1
"Faramea occidentalis",441,381.6
"Faramea occidentalis",448.5,385.3
"Faramea occidentalis",447.4,382.7
"Faramea occidentalis",457.74,395.2
"Faramea occidentalis",445.5,412
"Faramea occidentalis",453.2,403.8
"Faramea occidentalis",452.7,400.5
"Faramea occidentalis",454.8,417
"Faramea occidentalis",459.5,416.8
"Faramea occidentalis",455.1,405.7
"Faramea occidentalis",445.2,417.6
"Faramea occidentalis",451.2,405.3
"Faramea occidentalis",455.8,410.9
"Faramea occidentalis",443.2,414.6
"Faramea occidentalis",445.8,418.1
"Faramea occidentalis",445.5,410.2
"Faramea occidentalis",446.8,409.7
"Faramea occidentalis",444.8,404.8
"Faramea occidentalis",444.9,403.5
"Faramea occidentalis",444.3,410.5
"Faramea occidentalis",443.9,416.3
"Faramea occidentalis",447.3,409.5
"Faramea occidentalis",449.3,414.6
"Faramea occidentalis",448.8,412.9
"Faramea occidentalis",448.4,409.8
"Faramea occidentalis",455.2,400.5
"Faramea occidentalis",443.68,404.25
"Faramea occidentalis",457.94,409.81
"Faramea occidentalis",458.28,405.13
"Faramea occidentalis",444.3,430.1
"Faramea occidentalis",443.1,436.3
"Faramea occidentalis",451.1,421.8
"Faramea occidentalis",453.1,423
"Faramea occidentalis",451.5,420.8
"Faramea occidentalis",452.6,427.3
"Faramea occidentalis",450.7,433.2
"Faramea occidentalis",459.8,435.1
"Faramea occidentalis",457.7,432.9
"Faramea occidentalis",441.4,428.4
"Faramea occidentalis",442.1,429.2
"Faramea occidentalis",449.1,425
"Faramea occidentalis",450.4,422.9
"Faramea occidentalis",452.5,424.9
"Faramea occidentalis",456.1,433.5
"Faramea occidentalis",446.4,435.4
"Faramea occidentalis",442.86,434.61
"Faramea occidentalis",443.7,444.3
"Faramea occidentalis",444.9,440.1
"Faramea occidentalis",440.3,447.7
"Faramea occidentalis",442.6,448.3
"Faramea occidentalis",446.3,448
"Faramea occidentalis",445.3,442.4
"Faramea occidentalis",454,442.6
"Faramea occidentalis",455.3,447.8
"Faramea occidentalis",455.2,443.2
"Faramea occidentalis",441,448.9
"Faramea occidentalis",460.2,51.5
"Faramea occidentalis",464.5,57.8
"Faramea occidentalis",466.8,59.9
"Faramea occidentalis",473.3,53.8
"Faramea occidentalis",473.8,53.9
"Faramea occidentalis",474.7,52.6
"Faramea occidentalis",471.5,56.5
"Faramea occidentalis",472.5,58.5
"Faramea occidentalis",478.5,55.4
"Faramea occidentalis",476.1,51
"Faramea occidentalis",464.9,56.5
"Faramea occidentalis",469.4,57
"Faramea occidentalis",474.8,59.7
"Faramea occidentalis",462,62.7
"Faramea occidentalis",469.5,76.6
"Faramea occidentalis",474.5,62.2
"Faramea occidentalis",471.5,79.2
"Faramea occidentalis",475.4,79.9
"Faramea occidentalis",479.7,62.4
"Faramea occidentalis",466.8,75.6
"Faramea occidentalis",463.8,79.6
"Faramea occidentalis",466.6,98.9
"Faramea occidentalis",468.5,91.3
"Faramea occidentalis",464.8,88.6
"Faramea occidentalis",466.3,80.8
"Faramea occidentalis",469.8,84.9
"Faramea occidentalis",474.2,84.8
"Faramea occidentalis",470.4,93.9
"Faramea occidentalis",472,95.5
"Faramea occidentalis",470.2,96.2
"Faramea occidentalis",474,99.6
"Faramea occidentalis",474.6,97.7
"Faramea occidentalis",476.5,98.3
"Faramea occidentalis",475.1,88
"Faramea occidentalis",475.8,87.1
"Faramea occidentalis",460.5,87.5
"Faramea occidentalis",462,104.2
"Faramea occidentalis",462.9,104.9
"Faramea occidentalis",464.2,104.2
"Faramea occidentalis",464.4,103.6
"Faramea occidentalis",461,106.1
"Faramea occidentalis",460.6,109.2
"Faramea occidentalis",465.1,108.4
"Faramea occidentalis",462.8,107.2
"Faramea occidentalis",463.2,111
"Faramea occidentalis",466.5,117.8
"Faramea occidentalis",466.9,118.6
"Faramea occidentalis",469.2,115.9
"Faramea occidentalis",465.1,111.5
"Faramea occidentalis",465.6,113.6
"Faramea occidentalis",466.6,111.2
"Faramea occidentalis",467,114.4
"Faramea occidentalis",468.8,112.8
"Faramea occidentalis",465.5,107.2
"Faramea occidentalis",467.8,107.6
"Faramea occidentalis",465.6,104.7
"Faramea occidentalis",472.4,107.1
"Faramea occidentalis",470.3,107.7
"Faramea occidentalis",474.3,112.6
"Faramea occidentalis",476.6,118.3
"Faramea occidentalis",479.4,116.4
"Faramea occidentalis",475.7,108.1
"Faramea occidentalis",478.5,102.6
"Faramea occidentalis",468.4,119.8
"Faramea occidentalis",464.4,109.1
"Faramea occidentalis",469.5,115.2
"Faramea occidentalis",469.1,108.3
"Faramea occidentalis",471.3,119.2
"Faramea occidentalis",478.3,107.2
"Faramea occidentalis",461.9,118.6
"Faramea occidentalis",467.4,109.7
"Faramea occidentalis",460.3,111.9
"Faramea occidentalis",464.6,116.4
"Faramea occidentalis",466.2,115.7
"Faramea occidentalis",466.7,114.8
"Faramea occidentalis",465.7,117.8
"Faramea occidentalis",475.2,115.5
"Faramea occidentalis",479.4,117.1
"Faramea occidentalis",470.2,117.9
"Faramea occidentalis",472.61,119.94
"Faramea occidentalis",464.9,123.1
"Faramea occidentalis",464.1,124.8
"Faramea occidentalis",464.8,124.2
"Faramea occidentalis",464.3,131
"Faramea occidentalis",469.6,131.1
"Faramea occidentalis",470.1,131.6
"Faramea occidentalis",468.8,125.2
"Faramea occidentalis",465.9,123.1
"Faramea occidentalis",466.5,124.3
"Faramea occidentalis",468.9,121.2
"Faramea occidentalis",470.1,120.5
"Faramea occidentalis",474.5,138.1
"Faramea occidentalis",477.5,139.5
"Faramea occidentalis",475.4,120.3
"Faramea occidentalis",478.6,121.8
"Faramea occidentalis",475.7,124.7
"Faramea occidentalis",460.7,137.4
"Faramea occidentalis",461.7,125.4
"Faramea occidentalis",471.5,124.2
"Faramea occidentalis",473.1,123.9
"Faramea occidentalis",472.6,134.4
"Faramea occidentalis",462.5,123.9
"Faramea occidentalis",460.3,122
"Faramea occidentalis",470.1,123.2
"Faramea occidentalis",474.14,130.18
"Faramea occidentalis",475.9,130.27
"Faramea occidentalis",460.6,153.3
