"Latin","gx","gy"
"Fagus sylvatica",4391118.47,5661893.17
"Carpinus betulus",4391115.86,5661890.55
"Fagus sylvatica",4391117.01,5661885.66
"Fagus sylvatica",4391117.06,5661884.22
"Fagus sylvatica",4391114.53,5661879.87
"Fagus sylvatica",4391124.56,5661867.33
"Fagus sylvatica",4391126.89,5661868.14
"Fagus sylvatica",4391126.12,5661868.7
"Fagus sylvatica",4391126.59,5661870.7
"Fagus sylvatica",4391127.19,5661872.02
"Fagus sylvatica",4391127.76,5661875.08
"Fagus sylvatica",4391123.16,5661876.74
"Carpinus betulus",4391121.88,5661874.64
"Fagus sylvatica",4391123.67,5661880.52
"Fagus sylvatica",4391120.38,5661881.87
"Fagus sylvatica",4391117.91,5661879.45
"Fagus sylvatica",4391119.13,5661878.58
"Ulmus glabra",4391121.63,5661883.05
"Fagus sylvatica",4391125.58,5661883.58
"Fagus sylvatica",4391125.69,5661883.49
"Fagus sylvatica",4391120.16,5661886.22
"Fagus sylvatica",4391118.87,5661887.84
"Fagus sylvatica",4391125.02,5661890.09
"Fagus sylvatica",4391121.62,5661894.17
"Carpinus betulus",4391121.95,5661900.57
"Fagus sylvatica",4391127.29,5661895.73
"Fagus sylvatica",4391128.26,5661895.78
"Fagus sylvatica",4391129.34,5661896.97
"Fagus sylvatica",4391132.57,5661897.15
"Fagus sylvatica",4391133.77,5661897.99
"Fagus sylvatica",4391131.89,5661894.89
"Fagus sylvatica",4391131.28,5661894.48
"Fagus sylvatica",4391127.96,5661891.98
"Fagus sylvatica",4391131.15,5661886.2
"Fagus sylvatica",4391128.97,5661887.46
"Fagus sylvatica",4391129.72,5661886.64
"Fagus sylvatica",4391132.27,5661882.08
"Fagus sylvatica",4391131.22,5661877.7
"Fagus sylvatica",4391132.54,5661873.9
"Fagus sylvatica",4391131.11,5661874.13
"Fagus sylvatica",4391130.89,5661873.11
"Fagus sylvatica",4391129.86,5661865.21
"Fagus sylvatica",4391127.15,5661864.68
"Fagus sylvatica",4391122.95,5661861
"Fagus sylvatica",4391125.11,5661862.74
"Fagus sylvatica",4391129.62,5661861.25
"Fagus sylvatica",4391131.51,5661861.22
"Fagus sylvatica",4391131.84,5661860.59
"Fagus sylvatica",4391136.42,5661860.24
"Fagus sylvatica",4391135.97,5661864.03
"Fagus sylvatica",4391133.15,5661867.04
"Fagus sylvatica",4391134.76,5661868.02
"Fagus sylvatica",4391134.18,5661869.74
"Fagus sylvatica",4391138.21,5661870.49
"Fagus sylvatica",4391138.77,5661880.14
"Acer pseudoplatanus",4391137.89,5661886.45
"Fagus sylvatica",4391137.39,5661884.59
"Fagus sylvatica",4391135.57,5661884.37
"Fagus sylvatica",4391134.99,5661887.32
"Fagus sylvatica",4391133.81,5661890.37
"Fagus sylvatica",4391135.4,5661891.57
"Fagus sylvatica",4391137.39,5661891.78
"Fagus sylvatica",4391135.58,5661895.44
"Fagus sylvatica",4391138.76,5661896.98
"Fagus sylvatica",4391138.76,5661898.48
"Fagus sylvatica",4391143.49,5661899.7
"Fagus sylvatica",4391143.1,5661897.78
"Fagus sylvatica",4391140.96,5661895.79
"Fagus sylvatica",4391143.69,5661892.27
"Carpinus betulus",4391144.27,5661892.03
"Fagus sylvatica",4391143.7,5661887.26
"Fagus sylvatica",4391145.21,5661879.59
"Fagus sylvatica",4391144.59,5661870.05
"Fagus sylvatica",4391142.12,5661868.47
"Fagus sylvatica",4391141.8,5661860.72
"Fagus sylvatica",4391140.68,5661857.44
"Fagus sylvatica",4391137.18,5661858.24
"Fagus sylvatica",4391146.06,5661854.17
"Fagus sylvatica",4391148.99,5661858.62
"Fagus sylvatica",4391150.68,5661862.55
"Fagus sylvatica",4391145.9,5661863.59
"Fagus sylvatica",4391147.77,5661866.49
"Fagus sylvatica",4391149.24,5661868.12
"Fagus sylvatica",4391148.58,5661869.34
"Fagus sylvatica",4391150.67,5661875.48
"Fagus sylvatica",4391150.43,5661882.45
"Fagus sylvatica",4391150.04,5661887.39
"Fagus sylvatica",4391147.55,5661887.98
"Fagus sylvatica",4391148.93,5661892.9
"Fagus sylvatica",4391148.66,5661895.63
"Fagus sylvatica",4391146.26,5661895.89
"Fagus sylvatica",4391145.36,5661898.08
"Fagus sylvatica",4391101.05,5661910.35
"Carpinus betulus",4391103.52,5661907.56
"Fagus sylvatica",4391103.51,5661905.77
"Fagus sylvatica",4391103.25,5661902.83
"Fagus sylvatica",4391107.27,5661901.77
"Fagus sylvatica",4391111.96,5661906.63
"Fagus sylvatica",4391112.03,5661907.4
"Fagus sylvatica",4391108.55,5661909.77
"Fagus sylvatica",4391107.24,5661911.23
"Fagus sylvatica",4391115.27,5661913.6
"Fagus sylvatica",4391113.55,5661909.77
"Fagus sylvatica",4391119.42,5661908.97
"Fagus sylvatica",4391117.69,5661911.01
"Fagus sylvatica",4391120.15,5661913.59
"Fagus sylvatica",4391126.82,5661914.26
"Carpinus betulus",4391128.08,5661912.09
"Fagus sylvatica",4391127.65,5661905.63
"Fagus sylvatica",4391127.84,5661905.77
"Fagus sylvatica",4391123.11,5661904.74
"Fagus sylvatica",4391122.72,5661901.83
"Fagus sylvatica",4391126.46,5661901.85
"Fagus sylvatica",4391134.64,5661904.23
"Fagus sylvatica",4391133.05,5661906.81
"Fagus sylvatica",4391133.51,5661912.2
"Fagus sylvatica",4391133.06,5661913.33
"Fagus sylvatica",4391132.28,5661912.64
"Fagus sylvatica",4391131.1,5661914.76
"Fagus sylvatica",4391127.14,5661919.93
"Fagus sylvatica",4391132,5661919.1
"Fagus sylvatica",4391133.29,5661919.36
"Fagus sylvatica",4391132.46,5661920.83
"Carpinus betulus",4391133.47,5661922.17
"Fagus sylvatica",4391136.13,5661920.87
"Fagus sylvatica",4391138.18,5661921.42
"Fagus sylvatica",4391139.49,5661924.05
"Fagus sylvatica",4391140.87,5661918.97
"Fagus sylvatica",4391140.38,5661916.8
"Fagus sylvatica",4391138.27,5661915.62
"Fagus sylvatica",4391137.37,5661914.58
"Fagus sylvatica",4391138.01,5661912.59
"Fagus sylvatica",4391138.89,5661912.16
"Fagus sylvatica",4391138.22,5661906.83
"Fagus sylvatica",4391141.67,5661903.83
"Fagus sylvatica",4391141.43,5661903.14
"Fagus sylvatica",4391149.1,5661910.54
"Fagus sylvatica",4391146.26,5661910.75
"Fagus sylvatica",4391141.73,5661911.06
"Fagus sylvatica",4391147.66,5661914.13
"Fagus sylvatica",4391147.79,5661921.39
"Fagus sylvatica",4391157.57,5661448.42
"Fagus sylvatica",4391156.44,5661445.93
"Fagus sylvatica",4391154.22,5661442.36
"Fagus sylvatica",4391150.22,5661446.67
"Fagus sylvatica",4391150.36,5661440.52
"Fagus sylvatica",4391150.62,5661438.21
"Fagus sylvatica",4391153.8,5661438.63
"Fagus sylvatica",4391152.51,5661436.87
"Fagus sylvatica",4391153.97,5661435.18
"Fagus sylvatica",4391153.6,5661434.77
"Fagus sylvatica",4391152.69,5661434.27
"Fagus sylvatica",4391151.19,5661434.86
"Fagus sylvatica",4391150.45,5661434.06
"Fagus sylvatica",4391150.33,5661436.63
"Fraxinus excelsior",4391151.43,5661428.99
"Fagus sylvatica",4391157.15,5661427.06
"Fraxinus excelsior",4391156.94,5661427.99
"Acer pseudoplatanus",4391157.32,5661429.1
"Fagus sylvatica",4391161.57,5661434.7
"Fagus sylvatica",4391156.63,5661437.22
"Fagus sylvatica",4391159.97,5661436.43
"Fagus sylvatica",4391160.87,5661436.49
"Fagus sylvatica",4391161.18,5661435.74
"Fagus sylvatica",4391161.87,5661436.54
"Fraxinus excelsior",4391162.43,5661435.8
"Fagus sylvatica",4391163.6,5661435.26
"Fagus sylvatica",4391164.48,5661435.72
"Fagus sylvatica",4391162.77,5661441.25
"Fagus sylvatica",4391164.7,5661439.86
"Fagus sylvatica",4391161.35,5661440.41
"Fagus sylvatica",4391161,5661441.22
"Fagus sylvatica",4391159.79,5661440.61
"Fagus sylvatica",4391160.06,5661445.07
"Fagus sylvatica",4391159.5,5661445.69
"Carpinus betulus",4391162.32,5661444.97
"Fagus sylvatica",4391162.43,5661428.65
"Fraxinus excelsior",4391162.24,5661428.54
"Fagus sylvatica",4391162.2,5661428.7
"Fagus sylvatica",4391161.47,5661428.53
"Fagus sylvatica",4391167.07,5661426.94
"Fagus sylvatica",4391166.68,5661427.37
"Fagus sylvatica",4391166.38,5661428.73
"Fagus sylvatica",4391170.01,5661431.73
"Fagus sylvatica",4391170.87,5661432.98
"Fagus sylvatica",4391171.82,5661433.56
"Fagus sylvatica",4391167.19,5661436.81
"Fagus sylvatica",4391167.8,5661439.51
"Fagus sylvatica",4391169.51,5661446.6
"Fagus sylvatica",4391175.76,5661445.94
"Fagus sylvatica",4391179.66,5661448.79
"Fagus sylvatica",4391173.92,5661441.86
"Fagus sylvatica",4391173.18,5661439.78
"Fagus sylvatica",4391175.16,5661431.25
"Fraxinus excelsior",4391174.6,5661430.58
"Fagus sylvatica",4391175.41,5661428.6
"Fagus sylvatica",4391176,5661428
"Fagus sylvatica",4391177.38,5661427.91
"Fraxinus excelsior",4391175.86,5661430.51
"Fagus sylvatica",4391179.74,5661430.44
"Fagus sylvatica",4391181.28,5661429.85
"Fagus sylvatica",4391181.85,5661430.6
"Fagus sylvatica",4391183.96,5661435.04
"Fagus sylvatica",4391179.54,5661436.71
"Fagus sylvatica",4391183.4,5661440.03
"Fagus sylvatica",4391182.96,5661440.79
"Fagus sylvatica",4391186.07,5661443.23
"Fagus sylvatica",4391185.74,5661443.65
"Fagus sylvatica",4391185.61,5661448.74
"Fagus sylvatica",4391189.62,5661446.26
"Fagus sylvatica",4391190.57,5661442.87
"Fagus sylvatica",4391187.98,5661441.68
"Fagus sylvatica",4391187.98,5661439.32
"Fagus sylvatica",4391186.43,5661437.39
"Fagus sylvatica",4391187.43,5661435.94
"Fagus sylvatica",4391188.46,5661434.8
"Fagus sylvatica",4391188.86,5661430.86
"Fagus sylvatica",4391191.17,5661430.97
"Fagus sylvatica",4391191.71,5661425.8
"Fagus sylvatica",4391198.58,5661426.83
"Fagus sylvatica",4391200.15,5661428.15
"Fagus sylvatica",4391199.68,5661429.69
"Fagus sylvatica",4391199.09,5661430.8
"Fagus sylvatica",4391192.7,5661431.08
"Fraxinus excelsior",4391192.19,5661431.77
"Fagus sylvatica",4391190.91,5661436.62
"Fagus sylvatica",4391190.19,5661438.19
"Fagus sylvatica",4391193.71,5661437.92
"Fagus sylvatica",4391195.26,5661439.64
"Fagus sylvatica",4391192.92,5661440.25
"Fagus sylvatica",4391194.08,5661447.35
"Fagus sylvatica",4391199.98,5661449.78
"Fagus sylvatica",4391199.58,5661446.98
"Fagus sylvatica",4391199.77,5661445.58
"Fagus sylvatica",4391198.61,5661439.98
"Fagus sylvatica",4391196.74,5661443.38
"Fagus sylvatica",4391153.08,5661499.37
"Fagus sylvatica",4391153.15,5661497.32
"Fagus sylvatica",4391155.49,5661493.92
"Fagus sylvatica",4391151.9,5661491.96
"Fagus sylvatica",4391152.98,5661489.45
"Fagus sylvatica",4391152.31,5661479.33
"Fagus sylvatica",4391154,5661477.11
"Fagus sylvatica",4391156,5661474.26
"Fagus sylvatica",4391156.47,5661472.56
"Fagus sylvatica",4391155.12,5661471.85
"Fagus sylvatica",4391156.19,5661472.04
"Fagus sylvatica",4391158.13,5661472.35
"Fagus sylvatica",4391158.72,5661467.57
"Fagus sylvatica",4391158.86,5661468.25
"Fagus sylvatica",4391154.59,5661470.38
"Fagus sylvatica",4391154.54,5661463.64
"Acer platanoides",4391153.14,5661460.42
"Fagus sylvatica",4391153.07,5661459.55
"Fagus sylvatica",4391151.38,5661458.68
"Fagus sylvatica",4391152.08,5661450.95
"Fagus sylvatica",4391164.93,5661454.36
"Fagus sylvatica",4391166.92,5661456.06
"Fagus sylvatica",4391167.74,5661455.39
"Fagus sylvatica",4391169.54,5661457.38
"Carpinus betulus",4391167.04,5661461.71
"Fagus sylvatica",4391163.26,5661463.4
"Fagus sylvatica",4391165.67,5661467.78
"Fagus sylvatica",4391165.46,5661469.16
"Acer pseudoplatanus",4391167.32,5661468.57
"Fagus sylvatica",4391164.62,5661471.51
"Fagus sylvatica",4391164.28,5661471.98
"Fagus sylvatica",4391160.47,5661470.11
"Fagus sylvatica",4391161.08,5661474.55
"Fagus sylvatica",4391161.89,5661480.13
"Fagus sylvatica",4391163.22,5661480.76
"Fagus sylvatica",4391163.93,5661482.81
"Fagus sylvatica",4391161.38,5661481.93
"Fagus sylvatica",4391163.34,5661485.31
"Fagus sylvatica",4391165.35,5661488.68
"Fagus sylvatica",4391166.12,5661490
"Fagus sylvatica",4391163.25,5661490.62
"Fagus sylvatica",4391159.74,5661487.4
"Fagus sylvatica",4391158.13,5661490.27
"Fagus sylvatica",4391163.18,5661493.77
"Fraxinus excelsior",4391156.53,5661500.01
"Acer pseudoplatanus",4391158.57,5661499.17
"Fagus sylvatica",4391159.2,5661498.72
"Fagus sylvatica",4391162.93,5661500.25
"Fagus sylvatica",4391169.24,5661500.4
"Fagus sylvatica",4391168.62,5661496.95
"Fagus sylvatica",4391167.72,5661495.84
"Fagus sylvatica",4391167.94,5661489.26
"Fagus sylvatica",4391170.25,5661490.47
"Fagus sylvatica",4391171.47,5661490.49
"Fagus sylvatica",4391172.68,5661491.52
"Fagus sylvatica",4391172.68,5661491.16
"Fagus sylvatica",4391169,5661487.56
"Fagus sylvatica",4391168.2,5661481.78
"Fagus sylvatica",4391167.75,5661478.96
"Fagus sylvatica",4391172.26,5661471.27
"Fraxinus excelsior",4391173.21,5661468.73
"Fagus sylvatica",4391173.36,5661467.47
"Fagus sylvatica",4391176.18,5661466.87
"Fagus sylvatica",4391172.02,5661464.63
"Fagus sylvatica",4391170.92,5661460.71
"Fagus sylvatica",4391170.3,5661459.81
"Fagus sylvatica",4391171.87,5661459.46
"Fagus sylvatica",4391171.25,5661456.46
"Fagus sylvatica",4391179,5661453.41
"Fagus sylvatica",4391177.24,5661456.19
"Fagus sylvatica",4391183.08,5661453.63
"Fagus sylvatica",4391181.28,5661457.45
"Fagus sylvatica",4391180.14,5661461.93
"Fagus sylvatica",4391178.77,5661462.35
"Fagus sylvatica",4391180.09,5661464.95
"Fagus sylvatica",4391180.51,5661468.56
"Fagus sylvatica",4391177.49,5661470.79
"Fagus sylvatica",4391178.63,5661473.94
"Fagus sylvatica",4391179.94,5661478.61
"Fagus sylvatica",4391176.86,5661478.4
"Fagus sylvatica",4391179.31,5661482.56
"Fagus sylvatica",4391180.33,5661493.27
"Fagus sylvatica",4391175.55,5661497.67
"Fagus sylvatica",4391175.61,5661500.54
"Fagus sylvatica",4391179.8,5661498.98
"Fraxinus excelsior",4391182.74,5661498.16
"Fagus sylvatica",4391184.05,5661499.22
"Fagus sylvatica",4391185.23,5661499.17
"Fagus sylvatica",4391188.78,5661498.76
"Fagus sylvatica",4391186.92,5661493.73
"Fagus sylvatica",4391183.26,5661489.21
"Fagus sylvatica",4391183.53,5661487.5
"Fagus sylvatica",4391184.84,5661484.96
"Fagus sylvatica",4391185.18,5661481.02
"Fagus sylvatica",4391184.08,5661476.43
"Fagus sylvatica",4391181.64,5661477.6
"Fagus sylvatica",4391183.26,5661475.61
"Fagus sylvatica",4391186.3,5661474.24
"Fagus sylvatica",4391184.92,5661472.57
"Fagus sylvatica",4391183.67,5661469.88
"Fagus sylvatica",4391185.81,5661466.4
"Fagus sylvatica",4391184.59,5661467.09
"Fagus sylvatica",4391186.26,5661459.91
"Fagus sylvatica",4391187.71,5661457.98
"Fagus sylvatica",4391186.21,5661453.26
"Fagus sylvatica",4391188.87,5661451.25
"Fagus sylvatica",4391191.42,5661451.37
"Fagus sylvatica",4391196.9,5661455.69
"Fraxinus excelsior",4391197.68,5661456.27
"Fagus sylvatica",4391198.03,5661457.04
"Fagus sylvatica",4391199.52,5661463.76
"Fagus sylvatica",4391198.24,5661462.71
"Fagus sylvatica",4391197.56,5661464.92
"Fagus sylvatica",4391197.07,5661465.36
"Fagus sylvatica",4391196.43,5661464.44
"Fagus sylvatica",4391193.34,5661460.7
"Fagus sylvatica",4391190.37,5661459.01
"Fagus sylvatica",4391188.7,5661460.8
"Fagus sylvatica",4391189.25,5661461.21
"Fagus sylvatica",4391190,5661463.13
"Fagus sylvatica",4391188.98,5661466.27
"Fagus sylvatica",4391188.62,5661472.53
"Fagus sylvatica",4391189.58,5661490.99
"Fagus sylvatica",4391199.15,5661499.14
"Fagus sylvatica",4391199.78,5661490.84
"Fagus sylvatica",4391199.86,5661489.73
"Fagus sylvatica",4391196.5,5661491.24
"Fagus sylvatica",4391196.61,5661487.42
"Fagus sylvatica",4391196.29,5661482.4
"Fagus sylvatica",4391197.66,5661480.41
"Fagus sylvatica",4391200.48,5661481.73
"Fagus sylvatica",4391197.69,5661474.12
"Fagus sylvatica",4391195,5661472.76
"Fagus sylvatica",4391193.61,5661470.21
"Fagus sylvatica",4391196.39,5661468.76
"Fagus sylvatica",4391198.6,5661467.39
"Fagus sylvatica",4391198.91,5661468.99
"Fagus sylvatica",4391197.93,5661471.11
"Fagus sylvatica",4391155.3,5661550.19
"Fagus sylvatica",4391155.24,5661548.17
"Fagus sylvatica",4391159.9,5661547.4
"Fagus sylvatica",4391159.69,5661546.96
"Fagus sylvatica",4391160.21,5661544.86
"Fagus sylvatica",4391159.26,5661544.82
"Fagus sylvatica",4391156.4,5661539.18
"Fagus sylvatica",4391157.97,5661537.34
"Fagus sylvatica",4391156.7,5661536.97
"Fagus sylvatica",4391152.6,5661536.5
"Fagus sylvatica",4391152.2,5661530.7
"Fagus sylvatica",4391153.86,5661529.34
"Fagus sylvatica",4391154.59,5661524.99
"Fagus sylvatica",4391155.12,5661522.18
"Fagus sylvatica",4391153.4,5661522.2
"Fagus sylvatica",4391150.87,5661516.03
"Fagus sylvatica",4391157.86,5661516.4
"Fagus sylvatica",4391156.37,5661512.94
"Fagus sylvatica",4391158.73,5661512.32
"Fagus sylvatica",4391159.63,5661510.55
"Fagus sylvatica",4391160.26,5661509.47
"Fagus sylvatica",4391162.35,5661510.22
"Fagus sylvatica",4391167.98,5661502.46
"Fagus sylvatica",4391168.72,5661502.53
"Fagus sylvatica",4391180.69,5661501.93
"Fagus sylvatica",4391184.46,5661500.68
"Fagus sylvatica",4391184.93,5661501.16
"Fagus sylvatica",4391195.8,5661502.37
"Fagus sylvatica",4391197.28,5661503.3
"Fagus sylvatica",4391198.58,5661510.38
"Fagus sylvatica",4391197.83,5661511.16
"Fagus sylvatica",4391197.07,5661512.69
"Fagus sylvatica",4391194.42,5661511.53
"Fagus sylvatica",4391194.35,5661507.4
"Fagus sylvatica",4391192.89,5661506.58
"Fagus sylvatica",4391191.64,5661505.88
"Fagus sylvatica",4391198.45,5661517.12
"Fagus sylvatica",4391193.44,5661515.96
"Fagus sylvatica",4391191.39,5661516.72
"Fagus sylvatica",4391187.95,5661514.49
"Fraxinus excelsior",4391186.83,5661514.36
"Fagus sylvatica",4391186.51,5661517.81
"Acer campestre",4391179.97,5661513.66
"Fagus sylvatica",4391181.83,5661511.84
"Fagus sylvatica",4391180.29,5661510.9
"Fagus sylvatica",4391179.68,5661511.16
"Fagus sylvatica",4391179.84,5661512.36
"Fagus sylvatica",4391177.94,5661511.17
"Fagus sylvatica",4391175.01,5661510.98
"Fagus sylvatica",4391174.33,5661515.98
"Fagus sylvatica",4391172.28,5661512.1
"Fagus sylvatica",4391170.96,5661512.95
"Fagus sylvatica",4391170.78,5661513.86
"Fagus sylvatica",4391170.33,5661513.82
"Fagus sylvatica",4391169.82,5661514.4
"Fagus sylvatica",4391165.95,5661512.91
"Fagus sylvatica",4391163.01,5661513.14
"Fagus sylvatica",4391161.68,5661515.95
"Fagus sylvatica",4391160.6,5661516.63
"Fagus sylvatica",4391162.27,5661518.67
"Fagus sylvatica",4391162.29,5661518.92
"Fagus sylvatica",4391160.71,5661520.49
"Fagus sylvatica",4391161.19,5661521.04
"Fagus sylvatica",4391160.55,5661523.26
"Fraxinus excelsior",4391158.92,5661523.85
"Fagus sylvatica",4391161.08,5661528.13
"Fagus sylvatica",4391160.56,5661529
"Fagus sylvatica",4391160.92,5661530.16
"Fagus sylvatica",4391159.96,5661529.78
"Fagus sylvatica",4391159.73,5661530.87
"Fagus sylvatica",4391160.12,5661531.15
"Fagus sylvatica",4391158.9,5661533.23
"Fagus sylvatica",4391158.93,5661534.3
"Fagus sylvatica",4391157.96,5661535.21
"Fagus sylvatica",4391162.13,5661536.69
"Fagus sylvatica",4391167.69,5661541.68
"Fagus sylvatica",4391161.89,5661543.08
"Fagus sylvatica",4391163.28,5661546.29
"Fagus sylvatica",4391173.3,5661549.55
"Fagus sylvatica",4391174.66,5661548.19
"Fagus sylvatica",4391170.65,5661548.81
"Fagus sylvatica",4391171.28,5661547.76
"Fagus sylvatica",4391171.43,5661545.72
"Fagus sylvatica",4391172.85,5661542.31
"Fagus sylvatica",4391174.68,5661544.8
"Fagus sylvatica",4391174.89,5661544.21
"Fagus sylvatica",4391175.24,5661544.96
"Fagus sylvatica",4391176.5,5661544.85
"Fagus sylvatica",4391177.08,5661545.66
"Fagus sylvatica",4391175.87,5661548.64
"Fagus sylvatica",4391175.61,5661549.78
"Fagus sylvatica",4391180.56,5661550.16
"Fagus sylvatica",4391184.11,5661547.91
"Ulmus glabra",4391186.07,5661546.14
"Fagus sylvatica",4391193.89,5661548.31
"Fagus sylvatica",4391199.38,5661543.19
"Fagus sylvatica",4391197.86,5661540.44
"Fagus sylvatica",4391187.63,5661536.5
"Fagus sylvatica",4391184.89,5661540.33
"Fagus sylvatica",4391182.24,5661538.99
"Fagus sylvatica",4391175.61,5661538.22
"Fagus sylvatica",4391173,5661538.93
"Fagus sylvatica",4391171.33,5661536.93
"Fagus sylvatica",4391169.33,5661536.72
"Fagus sylvatica",4391168.6,5661537.17
"Fagus sylvatica",4391165.47,5661533.17
"Fagus sylvatica",4391163.66,5661532.81
"Fagus sylvatica",4391167,5661531.32
"Fagus sylvatica",4391166.58,5661532.4
"Fagus sylvatica",4391166.77,5661528.7
"Fagus sylvatica",4391165.55,5661529
"Fagus sylvatica",4391164.72,5661528.63
"Fagus sylvatica",4391164.87,5661526.82
"Fagus sylvatica",4391165.49,5661525.99
"Fagus sylvatica",4391164.56,5661526.92
"Fagus sylvatica",4391164.27,5661526.28
"Fagus sylvatica",4391164.57,5661525.65
"Fagus sylvatica",4391165.42,5661524.29
"Fagus sylvatica",4391169.94,5661520.36
"Fagus sylvatica",4391169.49,5661519.42
"Fagus sylvatica",4391172.67,5661522.67
"Fagus sylvatica",4391171.18,5661528.11
"Fagus sylvatica",4391176.76,5661531
"Fagus sylvatica",4391175.38,5661533.19
"Fagus sylvatica",4391185.38,5661536.84
"Fagus sylvatica",4391182.9,5661537.11
"Fagus sylvatica",4391183.86,5661535.42
"Fagus sylvatica",4391184.5,5661534.93
"Fagus sylvatica",4391184.4,5661533.96
"Fagus sylvatica",4391184.26,5661534.54
"Fagus sylvatica",4391183.57,5661532.56
"Quercus sp.",4391184,5661530.66
"Fagus sylvatica",4391189.21,5661530.86
"Fagus sylvatica",4391189.43,5661533.41
"Fagus sylvatica",4391192.63,5661529.63
"Fagus sylvatica",4391194.17,5661530.21
"Fagus sylvatica",4391196.63,5661533.44
"Fagus sylvatica",4391198.15,5661527.49
"Acer pseudoplatanus",4391192.95,5661525.25
"Fagus sylvatica",4391190.01,5661522.24
"Fagus sylvatica",4391184.07,5661523.77
"Fagus sylvatica",4391181.4,5661524.89
"Fagus sylvatica",4391179.82,5661527.8
"Fagus sylvatica",4391176.65,5661523.99
"Fagus sylvatica",4391174.53,5661521.55
"Fagus sylvatica",4391175.03,5661520.86
"Fagus sylvatica",4391177.56,5661521.37
"Fagus sylvatica",4391192.13,5661521.03
"Fagus sylvatica",4391199.2,5661552.37
"Fagus sylvatica",4391193.06,5661554.09
"Fagus sylvatica",4391192.39,5661554.34
"Fagus sylvatica",4391192.48,5661551.64
"Fraxinus excelsior",4391187.97,5661550.55
"Fagus sylvatica",4391193.76,5661556.57
"Fagus sylvatica",4391191.09,5661557.77
"Fagus sylvatica",4391188.14,5661558.15
"Fagus sylvatica",4391188.47,5661559.07
"Fagus sylvatica",4391188.02,5661559.84
"Fagus sylvatica",4391187.39,5661559.23
"Fagus sylvatica",4391181.37,5661559.05
"Acer pseudoplatanus",4391154.62,5661599.56
"Fagus sylvatica",4391153.62,5661598.6
"Fagus sylvatica",4391152.12,5661593.82
"Fagus sylvatica",4391151.38,5661593.84
"Fagus sylvatica",4391151.33,5661590.39
"Fagus sylvatica",4391153.38,5661584.86
"Fagus sylvatica",4391154.68,5661584
"Fagus sylvatica",4391152.96,5661582.7
"Fagus sylvatica",4391151.62,5661563.38
"Fagus sylvatica",4391151.53,5661561.29
"Fagus sylvatica",4391153.23,5661560.44
"Fagus sylvatica",4391151.03,5661555.65
"Fagus sylvatica",4391157.17,5661558.92
"Fagus sylvatica",4391157,5661552.01
"Fagus sylvatica",4391161.99,5661552.86
"Fagus sylvatica",4391168.65,5661551.5
"Fagus sylvatica",4391171.39,5661552.74
"Fagus sylvatica",4391171.65,5661552.24
"Fagus sylvatica",4391172.04,5661550.69
"Fagus sylvatica",4391176.34,5661552.17
"Fagus sylvatica",4391178.14,5661555.13
"Fagus sylvatica",4391177,5661557
"Fagus sylvatica",4391175.78,5661559.2
"Fagus sylvatica",4391174.35,5661563.41
"Fagus sylvatica",4391171.64,5661564.2
"Fagus sylvatica",4391171.65,5661566.27
"Fagus sylvatica",4391171.38,5661560.3
"Fagus sylvatica",4391170.95,5661559.44
"Fagus sylvatica",4391166.69,5661560.5
"Fagus sylvatica",4391163.5,5661561.33
"Fagus sylvatica",4391162.95,5661562.59
"Fagus sylvatica",4391163.73,5661563.82
"Fagus sylvatica",4391167.84,5661566.12
"Fagus sylvatica",4391170.17,5661568.68
"Fagus sylvatica",4391167.93,5661572.38
"Fagus sylvatica",4391165.36,5661575.17
"Fagus sylvatica",4391157.68,5661575.79
"Fagus sylvatica",4391160.34,5661577.5
"Fraxinus excelsior",4391158.86,5661582.23
"Fagus sylvatica",4391157.79,5661581
"Fagus sylvatica",4391156.59,5661584.48
"Fagus sylvatica",4391161.44,5661586.32
"Acer pseudoplatanus",4391155.58,5661590.34
"Acer pseudoplatanus",4391162.93,5661593.92
"Fagus sylvatica",4391162.01,5661595
"Fagus sylvatica",4391162.44,5661596.97
"Fagus sylvatica",4391164.82,5661600.13
"Fagus sylvatica",4391166.33,5661592.66
"Fagus sylvatica",4391170.2,5661590.58
"Fagus sylvatica",4391174.62,5661588.27
"Fagus sylvatica",4391176.28,5661585.91
"Fagus sylvatica",4391176.52,5661585.18
"Fagus sylvatica",4391174.45,5661583.07
"Fagus sylvatica",4391172.43,5661584.41
"Fagus sylvatica",4391169.76,5661584.22
"Fagus sylvatica",4391167.75,5661579.43
"Fagus sylvatica",4391173.13,5661581.07
"Fagus sylvatica",4391174,5661578.16
"Fagus sylvatica",4391171.29,5661576.84
"Fagus sylvatica",4391171.12,5661577.35
"Fagus sylvatica",4391168.68,5661576.78
"Fagus sylvatica",4391176.33,5661571.57
"Fagus sylvatica",4391176.51,5661570.96
"Fagus sylvatica",4391177.59,5661570.6
"Fagus sylvatica",4391180.53,5661582.53
"Fagus sylvatica",4391181.2,5661586.09
"Fagus sylvatica",4391183.07,5661589.99
"Fagus sylvatica",4391182.03,5661591.66
"Fagus sylvatica",4391182.01,5661595.98
"Fagus sylvatica",4391181.71,5661600.16
"Fagus sylvatica",4391186.57,5661596.92
"Fagus sylvatica",4391185.99,5661587.56
"Fagus sylvatica",4391185.76,5661582.54
"Fagus sylvatica",4391188.93,5661580.66
"Fagus sylvatica",4391188.47,5661578.41
